DDI-MedLine.d48.s6|15-35|diethyl pyrocarbonate|drug
DDI-DrugBank.d41.s10|261-276|antifungal agent|drug_n
DDI-DrugBank.d41.s10|279-294|antibiotic agent|brand
DDI-DrugBank.d41.s10|297-312|antifungal agent|drug_n
DDI-DrugBank.d41.s10|315-330|antibiotic agent|brand
DDI-DrugBank.d41.s10|333-348|antifungal agent|drug_n
DDI-DrugBank.d41.s10|351-366|antibiotic agent|brand
DDI-DrugBank.d41.s10|369-384|antifungal agent|drug_n
DDI-DrugBank.d41.s13|29-46|acetilsalicic acid|drug
DDI-DrugBank.d41.s13|48-61|anticoagulants|group
DDI-DrugBank.d41.s13|63-79|clostridium toxin|drug_n
DDI-DrugBank.d41.s13|81-87|aspirin|brand
DDI-DrugBank.d41.s13|121-137|antifungal agents|group
DDI-DrugBank.d41.s13|139-150|glutethimide|drug_n
DDI-DrugBank.d41.s13|152-166|anticonvulsants|group
DDI-DrugBank.d41.s13|168-180|phenobarbital|drug_n
DDI-DrugBank.d41.s13|182-186|xanax|brand
DDI-DrugBank.d41.s13|188-204|hydrochloric acid|drug_n
DDI-DrugBank.d41.s13|206-222|antifungal agents|group
DDI-DrugBank.d41.s13|267-273|aspirin|brand
DDI-DrugBank.d41.s13|275-286|glutethimide|drug_n
DDI-DrugBank.d41.s15|88-95|rifampin|group
DDI-DrugBank.d252.s0|9-15|BETAGAN|drug
DDI-DrugBank.d252.s0|117-123|BETAGAN|drug
DDI-DrugBank.d252.s0|129-139|epinephrine|drug
DDI-DrugBank.d252.s1|0-311|Close observation of the patient is recommended when a beta-blocker is administered to patients receiving catecholamine-depleting drugs such as reserpine, because of possible additive effects and the production of hypotension and/or marked bradycardia, which may produce vertigo, syncope or postural hypotension.|drug
DDI-DrugBank.d252.s2|19-49|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s2|89-107|calcium antagonists|group
DDI-DrugBank.d252.s4|23-53|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s4|60-68|digitalis|drug
DDI-DrugBank.d252.s4|74-92|calcium antagonists|group
DDI-DrugBank.d320.s0|0-9|Chirocaine|drug
DDI-DrugBank.d320.s2|57-66|Chirocaine|group
DDI-DrugBank.d320.s2|144-153|Chirocaine|drug
DDI-DrugBank.d320.s3|156-164|phenytoin|drug
DDI-DrugBank.d320.s3|167-179|phenobarbital|drug
DDI-DrugBank.d320.s3|182-189|rifampin|drug
DDI-DrugBank.d320.s3|214-225|Ketoconazole|drug_n
DDI-DrugBank.d320.s3|362-368|xenazol|drug
DDI-DrugBank.d320.s3|379-389|fluconazole|drug
DDI-DrugBank.d320.s3|404-418|trifluorothymol|drug
DDI-DrugBank.d320.s3|437-448|chloroquinol|drug
DDI-DrugBank.d320.s3|464-492|trimethoprim/sulfamethoxazole|drug
DDI-DrugBank.d320.s3|525-536|tolnaftoprom|drug
DDI-DrugBank.d320.s3|552-574|azole antifungal agents|drug
DDI-DrugBank.d320.s4|8-26|protease inhibitors|group
DDI-DrugBank.d320.s4|34-42|ritanovir|drug
DDI-DrugBank.d320.s5|0-40|macrolide antibiotics e.g., erythromycin;|drug
DDI-DrugBank.d320.s6|38-46|verapamil|drug
DDI-DrugBank.d320.s7|0-14|levobupivacaine|drug
DDI-DrugBank.d320.s7|16-32|CYP3A4 inhibitors|drug_n
DDI-DrugBank.d320.s7|34-50|CYP1A2 inhibitors|drug_n
DDI-DrugBank.d320.s7|52-66|levobupivacaine|drug
DDI-DrugBank.d454.s0|2-11|lofexidine|drug
DDI-DrugBank.d454.s0|17-23|enhance|drug
DDI-DrugBank.d454.s0|64-75|barbiturates|drug
DDI-DrugBank.d454.s2|2-11|Lofexidine|drug
DDI-DrugBank.d454.s2|17-23|enhance|drug
DDI-DrugBank.d454.s2|40-56|anti-hypertensive|drug
DDI-DrugBank.d454.s2|58-61|drug|drug
DDI-DrugBank.d454.s4|74-83|lofexidine|drug
DDI-DrugBank.d30.s0|98-116|hydrochlorothiazide|drug
DDI-DrugBank.d30.s0|119-125|digoxin|group
DDI-DrugBank.d30.s0|128-135|warfarin|group
DDI-DrugBank.d30.s0|138-147|cimetidine|drug
DDI-DrugBank.d30.s2|11-55|two inhibitors of P450 3A4 have been studied.|group
DDI-DrugBank.d30.s5|36-89|concomitant use of losartan and inhibitors of P450 2C9|drug
DDI-DrugBank.d30.s7|6-13|losartan|drug
DDI-DrugBank.d30.s7|22-38|active metabolite|drug
DDI-DrugBank.d30.s7|65-72|P450 2C9|drug
DDI-DrugBank.d30.s7|82-89|P450 3A4|drug
DDI-DrugBank.d30.s9|70-77|losartan|drug
DDI-DrugBank.d30.s9|138-149|indomethacin|group
DDI-DrugBank.d30.s11|0-17|acetilsalicic acid|drug
DDI-DrugBank.d30.s11|19-32|anticoagulants|group
DDI-DrugBank.d30.s11|77-88|glutethimide|drug
DDI-DrugBank.d30.s11|90-106|antifungal agents|group
DDI-DrugBank.d30.s11|108-114|aspirin|brand
DDI-DrugBank.d530.s1|19-33|L-phenylalanine|drug
DDI-DrugBank.d530.s2|0-9|Selegiline|drug
DDI-DrugBank.d530.s2|61-70|selegiline|drug
DDI-DrugBank.d643.s0|0-8|Melatonin|drug
DDI-DrugBank.d643.s0|49-101|aspirin and other NSAIDs (may lower melatonin levels)|group
DDI-DrugBank.d643.s0|104-185|fluvoxamine (bioavailability of oral melatonin is increased with coadministration)|group
DDI-DrugBank.d643.s0|188-232|beta blockers (may decrease melatonin levels)|group
DDI-DrugBank.d643.s0|235-296|fluoxetine (reports of psychotic episodes when coadministered)|group
DDI-DrugBank.d643.s0|299-392|progestin (coadministration of melatonin with progestin can inhibit ovarian function in women)|group
DDI-DrugBank.d643.s0|395-514|benzodiazepenes and other sedating drugs (may result in additive sedation and an increased incidence of adverse effects)|group
DDI-DrugBank.d643.s0|521-642|corticosteroids (coadministration of melatonin and corticosteroids may interfere with the efficacy of the corticosteroids)|group
DDI-DrugBank.d746.s0|0-6|ARAMINE|drug
DDI-DrugBank.d746.s1|32-56|tricyclic antidepressants|group
DDI-DrugBank.d746.s2|71-84|anticoagulants|group
DDI-DrugBank.d630.s0|57-71|steroid therapy|group
DDI-DrugBank.d756.s0|38-52|levomepromazine|group
DDI-DrugBank.d756.s0|115-129|levomepromazine|drug_n
DDI-DrugBank.d756.s2|30-47|confusional states|group
DDI-DrugBank.d756.s2|63-77|levomepromazine|drug
DDI-DrugBank.d756.s3|0-10|amphetamine|drug
DDI-DrugBank.d756.s3|55-66|glutethimide|drug
DDI-DrugBank.d756.s3|68-81|anticoagulants|group
DDI-DrugBank.d756.s3|83-99|antifungal agents|group
DDI-DrugBank.d756.s3|101-107|aspirin|drug
DDI-DrugBank.d756.s3|109-113|xanax|drug
DDI-DrugBank.d756.s3|115-120|heroin|drug_n
DDI-DrugBank.d756.s4|28-42|levomepromazine|group
DDI-DrugBank.d756.s4|78-102|tricyclic antidepressants|group
DDI-DrugBank.d756.s4|108-130|antiparkinsonian-agents|group
DDI-DrugBank.d756.s5|24-38|levomepromazine|drug
DDI-DrugBank.d756.s9|11-13|tea|group
DDI-DrugBank.d756.s11|0-89|these should be given 1 to 2 hours before or after oral administration of leveomepromazine|drug
DDI-DrugBank.d736.s0|107-140|increased ventricular irritability|drug
DDI-DrugBank.d736.s1|50-57|steroids|group
DDI-DrugBank.d736.s3|14-63|decrease arterial responsiveness to norepinephrine|group
DDI-DrugBank.d736.s4|0-100|This diminution is not sufficient to preclude effectiveness of the pressor agent for therapeutic use.|drug
DDI-DrugBank.d736.s8|70-75|toxins|drug_n
DDI-DrugBank.d706.s0|37-45|reserpine|drug
DDI-DrugBank.d706.s1|22-41|metoprolol succinate|group
DDI-DrugBank.d715.s0|44-49|DEMSER|drug
DDI-DrugBank.d715.s0|73-86|phenothiazines|group
DDI-DrugBank.d715.s0|91-101|haloperidol|group
DDI-DrugBank.d715.s1|18-23|DEMSER|drug
DDI-DrugBank.d640.s0|11-123|Excessive reductions in blood pressure may occur in patients on diuretic therapy when ACE inhibitors are started.|group
DDI-DrugBank.d640.s1|44-50|UNIVASC|group
DDI-DrugBank.d640.s1|196-202|UNIVASC|brand
DDI-DrugBank.d640.s2|0-20|Potassium Supplements|drug
DDI-DrugBank.d640.s2|26-52|Potassium-Sparing Diuretics|drug
DDI-DrugBank.d640.s3|7-33|potassium-sparing diuretics|group
DDI-DrugBank.d640.s4|148-156|potassium|drug
DDI-DrugBank.d640.s4|158-164|glucose|group
DDI-DrugBank.d640.s4|166-177|hydrochloric|drug_n
DDI-DrugBank.d640.s4|179-187|potassium|drug
DDI-DrugBank.d640.s5|5-18|Anticoagulants|group
DDI-DrugBank.d640.s5|141-153|Anticoagulant|group
DDI-DrugBank.d640.s5|165-177|Anticoagulant|group
DDI-DrugBank.d640.s6|0-6|Lithium|drug
DDI-DrugBank.d640.s6|114-127|ACE inhibitors|drug
DDI-DrugBank.d640.s6|149-155|Lithium|drug
DDI-DrugBank.d640.s8|40-55|lithium toxicity|group
DDI-DrugBank.d640.s9|14-20|UNIVASC|drug
DDI-DrugBank.d640.s9|137-155|hydrochlorothiazide|drug
DDI-DrugBank.d640.s9|158-164|digoxin|drug
DDI-DrugBank.d640.s9|170-179|cimetidine|drug
DDI-DrugBank.d640.s10|0-6|UNIVASC|drug
DDI-DrugBank.d580.s0|58-75|ASMANEX TWISTHALER|group
DDI-DrugBank.d739.s0|0-10|Montelukast|drug
DDI-DrugBank.d739.s0|17-20|drug|drug
DDI-DrugBank.d739.s0|36-39|drug|drug
DDI-DrugBank.d739.s0|46-49|drug|drug
DDI-DrugBank.d739.s0|82-85|drug|drug
DDI-DrugBank.d739.s1|60-68|substance|group
DDI-DrugBank.d739.s1|70-95|not approved for human use|drug_n
DDI-DrugBank.d739.s1|221-242|approved for human use|drug
DDI-DrugBank.d739.s1|244-252|substance|group
DDI-DrugBank.d739.s1|254-279|not approved for human use|drug_n
DDI-DrugBank.d739.s1|405-426|approved for human use|drug
DDI-DrugBank.d739.s1|428-436|substance|group
DDI-DrugBank.d739.s1|438-463|not approved for human use|drug_n
DDI-DrugBank.d739.s1|589-610|approved for human use|drug
DDI-DrugBank.d739.s1|612-620|substance|group
DDI-DrugBank.d739.s1|622-647|not approved for human use|drug_n
DDI-DrugBank.d739.s2|2-91|did not change the pharmacokinetic profile or urinary excretion of immunoreactive digoxin.|drug
DDI-DrugBank.d739.s3|53-63|terfenadine|group
DDI-DrugBank.d739.s3|105-116|fexofenadine|brand
DDI-DrugBank.d739.s5|72-81|prednisone|drug
DDI-DrugBank.d739.s5|86-97|prednisolone|drug
DDI-DrugBank.d739.s5|139-148|prednisone|drug
DDI-DrugBank.d739.s5|165-176|prednisolone|drug
DDI-DrugBank.d739.s7|25-35|montelukast|group
DDI-DrugBank.d739.s8|112-124|phenobarbital|drug
DDI-DrugBank.d739.s8|129-136|rifampin|drug
DDI-DrugBank.d739.s10|3-13|montelukast|drug
DDI-DrugBank.d739.s10|16-27|theophylline|group
DDI-DrugBank.d739.s10|30-39|prednisone|drug_n
DDI-DrugBank.d739.s10|42-53|prednisolone|drug_n
DDI-DrugBank.d739.s10|56-74|oral contraceptives|group
DDI-DrugBank.d739.s10|77-89|norethindrone|drug
DDI-DrugBank.d739.s10|96-112|ethinyl estradiol|drug
DDI-DrugBank.d739.s10|161-167|digoxin|drug
DDI-DrugBank.d739.s10|174-181|warfarin|group
DDI-DrugBank.d739.s11|69-79|montelukast|group
DDI-DrugBank.d739.s12|28-43|thyroid hormones|drug
DDI-DrugBank.d739.s12|46-63|sedative hypnotics|group
DDI-DrugBank.d739.s12|66-103|non-steroidal anti-inflammatory agents|group
DDI-DrugBank.d739.s12|106-120|Benzodiazepines|brand
DDI-DrugBank.d739.s12|127-139|decongestants|group
DDI-DrugBank.d739.s14|25-35|montelukast|group
DDI-DrugBank.d739.s15|112-124|phenobarbital|drug
DDI-DrugBank.d739.s15|129-136|Rifampin|group
DDI-DrugBank.d346.s2|46-50|REVIA|drug
DDI-DrugBank.d346.s3|62-66|REVIA|drug
DDI-DrugBank.d346.s4|16-20|REVIA|drug
DDI-DrugBank.d14.s1|0-6|alcohol|drug
DDI-DrugBank.d14.s2|0-22|orthostatic hypotension|drug
DDI-DrugBank.d14.s2|47-70|calcium channel blockers|group
DDI-DrugBank.d14.s2|76-91|organic nitrates|group
DDI-DrugBank.d14.s3|27-40|anticoagulants|group
DDI-DrugBank.d14.s3|45-61|antifungal agents|group
DDI-DrugBank.d475.s0|81-94|anticoagulants|group
DDI-DrugBank.d475.s0|97-113|chlorodiazepoxide|brand
DDI-DrugBank.d475.s0|134-150|antifungal agents|group
DDI-DrugBank.d475.s0|153-161|lidocaine|brand
DDI-DrugBank.d475.s0|185-198|anticoagulants|group
DDI-DrugBank.d475.s0|201-209|lorazepam|brand
DDI-DrugBank.d475.s0|233-249|antifungal agents|group
DDI-DrugBank.d475.s0|252-260|phenytoin|brand
DDI-DrugBank.d475.s1|89-96|antacids|group
DDI-DrugBank.d475.s1|102-111|probenecid|drug_n
DDI-DrugBank.d475.s2|11-14|drug|drug
DDI-DrugBank.d475.s3|23-29|aspirin|group
DDI-DrugBank.d761.s0|0-6|alcohol|drug
DDI-DrugBank.d761.s0|108-114|alcohol|drug
DDI-DrugBank.d761.s2|157-163|digoxin|drug
DDI-DrugBank.d761.s3|0-30|fat-soluble Vitamin Supplements|drug
DDI-DrugBank.d761.s3|36-44|analogues|drug_n
DDI-DrugBank.d761.s3|109-121|beta-carotene|drug
DDI-DrugBank.d761.s5|14-21|orlistat|drug
DDI-DrugBank.d761.s6|0-8|Glyburide|drug
DDI-DrugBank.d761.s6|187-195|Glyburide|drug
DDI-DrugBank.d761.s8|182-201|oral contraceptives.|drug
DDI-DrugBank.d761.s9|0-8|Phenytoin|drug
DDI-DrugBank.d761.s9|165-173|phenytoin|drug
DDI-DrugBank.d761.s10|201-211|pravastatin|drug
DDI-DrugBank.d761.s13|14-22|vitamin K|drug
DDI-DrugBank.d761.s13|57-63|XENICAL|drug_n
DDI-DrugBank.d761.s13|130-136|XENICAL|brand
DDI-DrugBank.d744.s0|63-69|insulin|group
DDI-DrugBank.d744.s0|78-101|oral hypoglycemic agents|group
DDI-DrugBank.d671.s0|19-24|CYLERT|drug
DDI-DrugBank.d671.s0|27-32|CYLERT|drug
DDI-DrugBank.d671.s1|27-32|CYLERT|group
DDI-DrugBank.d671.s2|68-73|CYLERT|group
DDI-DrugBank.d622.s0|88-96|mydriasis|group
DDI-DrugBank.d622.s0|99-109|tachycardia|group
DDI-DrugBank.d622.s0|112-118|dryness|group
DDI-DrugBank.d622.s1|0-7|atropine|drug
DDI-DrugBank.d622.s1|9-19|pralidoxime|drug
DDI-DrugBank.d622.s1|21-28|atropine|drug
DDI-DrugBank.d622.s1|30-40|pralidoxime|drug
DDI-DrugBank.d622.s1|42-49|atropine|drug
DDI-DrugBank.d622.s1|51-61|pralidoxime|drug
DDI-DrugBank.d622.s1|63-70|atropine|drug
DDI-DrugBank.d622.s1|72-82|pralidoxime|drug
DDI-DrugBank.d622.s1|84-91|atropine|drug
DDI-DrugBank.d622.s1|93-103|pralidoxime|drug
DDI-DrugBank.d622.s1|105-112|atropine|drug
DDI-DrugBank.d622.s1|114-124|pralidoxime|drug
DDI-DrugBank.d622.s1|126-133|atropine|drug
DDI-DrugBank.d622.s1|135-145|pralidoxime|drug
DDI-DrugBank.d622.s1|147-154|atropine|drug
DDI-DrugBank.d622.s1|156-166|pralidoxime|drug
DDI-DrugBank.d622.s1|168-175|atropine|drug
DDI-DrugBank.d622.s1|177-187|pralidoxime|drug
DDI-DrugBank.d622.s1|189-196|atropine|drug
DDI-DrugBank.d622.s1|198-208|pralidoxime|drug
DDI-DrugBank.d622.s1|210-217|atropine|drug
DDI-DrugBank.d622.s1|219-229|pralidoxime|drug
DDI-DrugBank.d622.s1|231-238|atropine|drug
DDI-DrugBank.d622.s1|240-250|pralidoxime|drug
DDI-DrugBank.d622.s1|252-259|atropine|drug
DDI-DrugBank.d622.s2|178-188|pralidoxime|drug
DDI-DrugBank.d622.s2|194-205|barbiturates|drug
DDI-DrugBank.d622.s2|211-229|anticholinesterases|drug
DDI-DrugBank.d622.s2|270-272|the|drug
DDI-DrugBank.d622.s2|278-286|following|group
DDI-DrugBank.d622.s2|292-302|precautions|brand
DDI-DrugBank.d622.s2|308-313|should|drug_n
DDI-DrugBank.d622.s2|319-320|be|drug
DDI-DrugBank.d622.s2|326-329|used|group
DDI-DrugBank.d622.s2|375-376|in|drug
DDI-DrugBank.d622.s2|382-384|the|group
DDI-DrugBank.d622.s2|390-398|treatment|drug_n
DDI-DrugBank.d622.s2|404-405|of|drug
DDI-DrugBank.d622.s2|411-421|convulsions|group
DDI-DrugBank.d622.s2|462-473|barbiturates|drug
DDI-DrugBank.d622.s3|0-7|morphine|drug
DDI-DrugBank.d622.s3|120-151|phenothiazine-type tranquilizers|group
DDI-DrugBank.d737.s0|0-17|Carbidopa/Levodopa|drug
DDI-DrugBank.d737.s0|20-37|Carbidopa/Levodopa|drug
DDI-DrugBank.d737.s2|0-9|selegiline|drug
DDI-DrugBank.d737.s2|15-21|healthy|drug
DDI-DrugBank.d737.s2|43-52|selegiline|drug
DDI-DrugBank.d737.s5|12-21|Probenecid|drug
DDI-DrugBank.d737.s5|26-29|drug|drug
DDI-DrugBank.d737.s5|34-64|groups or families of medicines|group
DDI-DrugBank.d737.s7|18-54|inhibitors of cytochrome P450 enzymes|drug
DDI-DrugBank.d737.s7|88-98|pramipexole|drug
DDI-DrugBank.d737.s7|120-130|pramipexole|drug
DDI-DrugBank.d737.s8|49-54|CYP2C9|group
DDI-DrugBank.d737.s8|57-63|CYP2C19|group
DDI-DrugBank.d737.s8|66-71|CYP2D6|group
DDI-DrugBank.d737.s8|78-83|CYP3A4|drug_n
DDI-DrugBank.d737.s11|0-6|MIRAPEX|drug
DDI-DrugBank.d737.s11|8-35|Laboratory Test Interactions|group
DDI-DrugBank.d737.s11|37-37|/|drug
DDI-DrugBank.d737.s11|39-107|There are no known interactions between MIRAPEX and laboratory tests.|drug_n
DDI-DrugBank.d632.s0|40-45|SYMLIN|group
DDI-DrugBank.d632.s3|204-209|SYMLIN|group
DDI-DrugBank.d632.s4|43-55|sulfonylureas|group
DDI-DrugBank.d632.s4|60-69|biguanides|group
DDI-DrugBank.d632.s5|74-79|Symlin|drug
DDI-DrugBank.d632.s6|7-12|SYMLIN|drug
DDI-DrugBank.d632.s6|60-65|SYMLIN|drug
DDI-DrugBank.d632.s7|82-87|SYMLIN|drug
DDI-DrugBank.d632.s7|93-99|insulin|drug
DDI-DrugBank.d734.s0|82-95|phenothiazines|group
DDI-DrugBank.d734.s1|28-39|guanethidine|group
DDI-DrugBank.d734.s1|88-101|phenothiazines|group
DDI-DrugBank.d734.s2|30-40|propranolol|group
DDI-DrugBank.d734.s2|47-60|phenothiazines|group
DDI-DrugBank.d590.s0|20-25|TRITEC|drug
DDI-DrugBank.d590.s4|53-62|ranitidine|drug
DDI-DrugBank.d654.s0|26-39| >ketoconazole|group
DDI-DrugBank.d654.s0|70-82| >retapamulin|drug_n
DDI-DrugBank.d654.s0|154-166| >retapamulin|drug_n
DDI-DrugBank.d654.s1|435-445|retapamulin|group
DDI-DrugBank.d654.s1|925-935|retapamulin|group
DDI-DrugBank.d654.s2|123-133|retapamulin|drug
DDI-DrugBank.d124.s0|0-17|acetilsalicic acid|drug
DDI-DrugBank.d124.s0|19-30|glutethimide|drug
DDI-DrugBank.d124.s0|32-45|anticoagulants|group
DDI-DrugBank.d124.s0|47-63|antifungal agents|group
DDI-DrugBank.d124.s0|152-158|aspirin|drug
DDI-DrugBank.d124.s0|160-164|xanax|drug
DDI-DrugBank.d124.s3|8-16|ritonavir|drug
DDI-DrugBank.d124.s3|102-110|ritonavir|drug
DDI-DrugBank.d124.s3|122-138|drug interactions|group
DDI-DrugBank.d124.s4|18-27|saquinavir|drug
DDI-DrugBank.d124.s5|14-23|saquinavir|drug
DDI-DrugBank.d124.s6|11-15|drugs|drug
DDI-DrugBank.d124.s7|116-127| saquinavir |drug
DDI-DrugBank.d124.s7|130-245| similarly, saquinavir might also modify the pharmacokinetics of other drugs that are substrates for CYP3A4 or Pgp. |drug_n
DDI-DrugBank.d124.s8|0-17|acetilsalicic acid|drug
DDI-DrugBank.d124.s8|19-30|glutethimide|drug
DDI-DrugBank.d124.s8|32-38|aspirin|drug
DDI-DrugBank.d124.s8|40-44|xanax|drug
DDI-DrugBank.d124.s8|46-62|clostridium toxin|drug_n
DDI-DrugBank.d124.s8|64-69|heroin|drug_n
DDI-DrugBank.d124.s8|71-84|anticoagulants|group
DDI-DrugBank.d124.s8|86-102|antifungal agents|group
DDI-DrugBank.d124.s8|104-110|aspirin|brand
DDI-DrugBank.d124.s8|112-116|xanax|brand
DDI-DrugBank.d124.s9|0-93|Additional drugs that are not recommended for coadministration with INVIRASE and ritonavir are|drug
DDI-DrugBank.d124.s12|0-2|INN|drug
DDI-DrugBank.d124.s12|4-20|clostridium toxin|drug_n
DDI-DrugBank.d124.s12|22-27|heroin|drug_n
DDI-DrugBank.d124.s12|29-42|anticoagulants|group
DDI-DrugBank.d124.s12|44-60|antifungal agents|group
DDI-DrugBank.d124.s12|62-76|antiretrovirals|group
DDI-DrugBank.d124.s12|78-96|protease inhibitors|group
DDI-DrugBank.d124.s12|98-114|antifungal agents|group
DDI-DrugBank.d124.s12|116-122|aspirin|drug
DDI-DrugBank.d124.s12|124-140|clostridium toxin|drug_n
DDI-DrugBank.d124.s12|142-147|heroin|drug_n
DDI-DrugBank.d124.s12|149-162|anticoagulants|group
DDI-DrugBank.d124.s12|164-180|antifungal agents|group
DDI-DrugBank.d124.s12|182-199|acetilsalicic acid|drug
DDI-DrugBank.d124.s12|201-217|clostridium toxin|drug_n
DDI-DrugBank.d124.s12|219-224|heroin|drug_n
DDI-DrugBank.d124.s12|226-239|anticoagulants|group
DDI-DrugBank.d124.s12|241-257|antifungal agents|group
DDI-DrugBank.d124.s12|259-270|glutethimide|drug
DDI-DrugBank.d124.s12|272-288|clostridium toxin|drug_n
DDI-DrugBank.d124.s12|290-295|heroin|drug_n
DDI-DrugBank.d124.s12|297-310|anticoagulants|group
DDI-DrugBank.d124.s12|312-328|antifungal agents|group
DDI-DrugBank.d124.s12|330-336|aspirin|drug
DDI-DrugBank.d124.s13|12-20|Drug Name|drug
DDI-DrugBank.d124.s13|22-37|Clinical Comment|group
DDI-DrugBank.d124.s14|0-9|Amiodarone|drug
DDI-DrugBank.d124.s14|12-19|bepridil|drug
DDI-DrugBank.d124.s14|22-31|flecainide|drug
DDI-DrugBank.d124.s14|34-44|propafenone|drug
DDI-DrugBank.d124.s14|47-55|quinidine|drug
DDI-DrugBank.d124.s15|0-9|astemizole|drug
DDI-DrugBank.d124.s15|13-23|terfenadine|drug
DDI-DrugBank.d124.s17|0-24|Antimycobacterial Agents:|drug
DDI-DrugBank.d124.s17|26-34| rifampin|drug
DDI-DrugBank.d124.s17|36-188| CONTRAINDICATED since the coadministration of this product with saquinavir in an antiretroviral regimen reduces the plasma concentrations of saquinavir.|drug
DDI-DrugBank.d124.s20|19-27|cisapride|drug
DDI-DrugBank.d124.s21|0-14|St. John's wort|drug
DDI-DrugBank.d124.s21|17-36|hypericum perforatum|drug_n
DDI-DrugBank.d124.s21|39-53|Herbal Products|drug
DDI-DrugBank.d124.s21|63-77|St. John's wort|drug
DDI-DrugBank.d124.s21|80-99|hypericum perforatum|drug_n
DDI-DrugBank.d124.s22|30-39|lovastatin|group
DDI-DrugBank.d124.s22|42-52|simvastatin|group
DDI-DrugBank.d124.s23|0-8|triazolam|drug
DDI-DrugBank.d124.s23|11-19|midazolam|drug
DDI-DrugBank.d124.s23|22-34|contradicated|group
DDI-DrugBank.d124.s25|0-63|metabolites that are formed when drugs are metabolized by CYP3A4|drug
DDI-DrugBank.d124.s25|65-128|metabolites that are formed when drugs are metabolized by CYP3A4|group
DDI-DrugBank.d124.s25|130-193|metabolites that are formed when drugs are metabolized by CYP3A4|drug
DDI-DrugBank.d124.s25|195-258|metabolites that are formed when drugs are metabolized by CYP3A4|drug_n
DDI-DrugBank.d124.s25|260-323|metabolites that are formed when drugs are metabolized by CYP3A4|group
DDI-DrugBank.d124.s25|325-388|metabolites that are formed when drugs are metabolized by CYP3A4|drug
DDI-DrugBank.d124.s26|409-418|saquinavir|drug
DDI-DrugBank.d124.s26|420-436|clostridium toxin|drug_n
DDI-DrugBank.d124.s26|438-447|amiodarone|drug
DDI-DrugBank.d124.s26|482-498|ergot derivatives|drug_n
DDI-DrugBank.d124.s26|500-511|disopyramide|drug
DDI-DrugBank.d124.s26|513-522|alfentanyl|drug_n
DDI-DrugBank.d124.s26|559-566|warfarin|drug
DDI-DrugBank.d124.s26|568-577|tacrolimus|drug_n
DDI-DrugBank.d124.s26|579-590|cyclosporine|drug_n
DDI-DrugBank.d124.s26|592-601|alprazolam|drug
DDI-DrugBank.d124.s30|72-84|phenobarbital|group
DDI-DrugBank.d124.s30|87-95|phenytoin|brand
DDI-DrugBank.d124.s30|98-110|dexamethasone|drug_n
DDI-DrugBank.d124.s30|113-125|carbamazepine|group
DDI-DrugBank.d694.s0|124-130|digoxin|drug
DDI-DrugBank.d694.s1|19-25|digoxin|drug
DDI-DrugBank.d694.s2|24-30|digoxin|drug
DDI-DrugBank.d694.s2|35-41|JANUVIA|group
DDI-DrugBank.d65.s0|31-42|incompatible|group
DDI-DrugBank.d179.s1|75-81|Tylenol|brand
DDI-DrugBank.d179.s3|39-46|Anabolin|drug
DDI-DrugBank.d179.s3|69-74|Anavar|drug
DDI-DrugBank.d179.s3|98-104|Anadrol|drug
DDI-DrugBank.d179.s3|126-133|Winstrol|drug
DDI-DrugBank.d179.s4|31-45|anabolic agents|group
DDI-DrugBank.d179.s4|209-220|testosterone|drug
DDI-DrugBank.d179.s4|320-327|estrogen|drug
DDI-DrugBank.d179.s4|487-514|human chorionic gonadotropin|drug_n
DDI-DrugBank.d179.s4|590-604|glucocorticoids|group
DDI-DrugBank.d179.s4|702-715|hydrocortisone|drug
DDI-DrugBank.d179.s4|815-822|estrogen|drug_n
DDI-DrugBank.d179.s6|23-30|Tegretol|drug
DDI-DrugBank.d179.s6|36-50|anticonvulsants|group
DDI-DrugBank.d179.s6|55-79|tricyclic antidepressants|drug_n
DDI-DrugBank.d179.s6|84-96|phenobarbital|drug
DDI-DrugBank.d179.s6|145-161|antifungal agents|group
DDI-DrugBank.d179.s6|166-176|antibiotics|drug_n
DDI-DrugBank.d179.s6|181-194|anticoagulants|drug
DDI-DrugBank.d179.s6|199-209|anesthetics|drug_n
DDI-DrugBank.d179.s6|214-228|antidepressants|drug
DDI-DrugBank.d179.s6|233-249|antifungal agents|group
DDI-DrugBank.d179.s6|295-309|anticonvulsants|drug_n
DDI-DrugBank.d179.s6|314-330|antifungal agents|drug
DDI-DrugBank.d179.s6|379-389|antibiotics|group
DDI-DrugBank.d179.s6|394-410|antifungal agents|drug_n
DDI-DrugBank.d179.s6|415-428|anticoagulants|drug
DDI-DrugBank.d179.s6|433-444|glutethimide|drug_n
DDI-DrugBank.d179.s6|449-463|antidepressants|group
DDI-DrugBank.d179.s7|20-27|N> BiCNU|drug
DDI-DrugBank.d179.s8|21-26|Aralen|drug
DDI-DrugBank.d179.s8|53-64|Aralen group|group
DDI-DrugBank.d179.s8|91-96|Aralen|brand
DDI-DrugBank.d179.s8|123-134|Aralen toxin|drug_n
DDI-DrugBank.d179.s9|20-27|Dantrium|drug
DDI-DrugBank.d179.s9|53-60|Narcotic|drug
DDI-DrugBank.d179.s9|86-95|Dantrolene|group
DDI-DrugBank.d179.s9|181-188|Dantrium|brand
