DDI-MedLine.d48.s5|0-28|[(14)C]-diethyl pyrocarbonate|drug
DDI-DrugBank.d41.s11|55-68|anticoagulants|group
DDI-DrugBank.d252.s0|9-15|BETAGAN|drug
DDI-DrugBank.d252.s0|117-123|BETAGAN|drug
DDI-DrugBank.d252.s1|55-79|<brand>Metoprolol</brand>|drug
DDI-DrugBank.d252.s1|55-64|Metoprolol|brand
DDI-DrugBank.d252.s2|19-49|beta-adrenergic blocking agents|drug
DDI-DrugBank.d252.s2|90-108|calcium antagonists|group
DDI-DrugBank.d252.s4|23-53|beta-adrenergic blocking agents|drug
DDI-DrugBank.d252.s4|56-64|digitalis|drug
DDI-DrugBank.d252.s4|71-89|calcium antagonists|group
DDI-DrugBank.d320.s0|0-9|Chirocaine|drug
DDI-DrugBank.d320.s1|26-31|CYP3A4|drug
DDI-DrugBank.d320.s1|45-50|CYP1A2|drug
DDI-DrugBank.d320.s1|86-100|levobupivacaine|drug
DDI-DrugBank.d320.s1|105-128|desbutyl levobupivacaine|drug
DDI-DrugBank.d320.s3|86-100|levobupivacaine|drug
DDI-DrugBank.d320.s3|156-169|anticoagulants|group
DDI-DrugBank.d320.s3|172-188|antifungal agents|group
DDI-DrugBank.d320.s3|191-198|Rifampin|brand
DDI-DrugBank.d320.s3|201-209|phenytoin|brand
DDI-DrugBank.d320.s3|212-224|phenobarbital|brand
DDI-DrugBank.d320.s3|227-244|azole antimycotics|group
DDI-DrugBank.d320.s3|252-263|ketoconazole|drug_n
DDI-DrugBank.d320.s3|285-302|azole antimycotics|group
DDI-DrugBank.d320.s3|310-321|ketoconazole|drug_n
DDI-DrugBank.d320.s3|385-399|levobupivacaine|drug
DDI-DrugBank.d320.s3|420-433|anticoagulants|group
DDI-DrugBank.d320.s3|439-455|antifungal agents|group
DDI-DrugBank.d320.s3|544-558|levobupivacaine|drug
DDI-DrugBank.d320.s3|614-621|Rifampin|brand
DDI-DrugBank.d320.s4|0-10| ritonavir |drug
DDI-DrugBank.d320.s5|0-20|macrolide antibiotics|group
DDI-DrugBank.d320.s6|40-49| verapamil|drug
DDI-DrugBank.d320.s6|52-80| CYP1A2 inducers (omeprazole)|group
DDI-DrugBank.d320.s6|86-136| CYP1A2 inhibitors (furafylline and clarithromycin)|group
DDI-DrugBank.d320.s7|0-14|levobupivacaine|drug
DDI-DrugBank.d320.s7|16-21|toxins|drug
DDI-DrugBank.d320.s7|23-39|CYP3A4 inhibitors|drug
DDI-DrugBank.d320.s7|41-57|CYP1A2 inhibitors|drug
DDI-DrugBank.d320.s7|59-66|systemic|drug
DDI-DrugBank.d320.s7|68-82|levobupivacaine|drug
DDI-DrugBank.d30.s0|98-116|hydrochlorothiazide|drug
DDI-DrugBank.d30.s0|119-125|digoxin|drug
DDI-DrugBank.d30.s0|128-141|anticoagulants|group
DDI-DrugBank.d30.s0|161-170|cimetidine|drug
DDI-DrugBank.d30.s4|0-10|Fluconazole|drug
DDI-DrugBank.d30.s4|95-102|losartan|drug
DDI-DrugBank.d30.s6|0-7|losartan|drug
DDI-DrugBank.d30.s6|9-16|losartan|drug_n
DDI-DrugBank.d30.s6|18-25|losartan|drug
DDI-DrugBank.d30.s7|0-7|losartan|drug
DDI-DrugBank.d30.s7|47-54|losartan|drug
DDI-DrugBank.d30.s8|116-129|spironolactone|drug
DDI-DrugBank.d30.s8|132-142|triamterene|drug
DDI-DrugBank.d30.s8|145-153|amiloride|drug
DDI-DrugBank.d30.s9|70-77|losartan|drug
DDI-DrugBank.d30.s9|138-149|indomethacin|group
DDI-DrugBank.d30.s11|0-17|acetilsalicic acid|drug
DDI-DrugBank.d30.s11|19-30|glutethimide|drug
DDI-DrugBank.d30.s11|32-38|aspirin|drug
DDI-DrugBank.d30.s11|40-49|glucometer|drug
DDI-DrugBank.d30.s11|51-57|glucose|drug
DDI-DrugBank.d30.s11|59-75|clostridium toxin|drug_n
DDI-DrugBank.d30.s11|77-82|heroin|drug_n
DDI-DrugBank.d30.s11|84-101|acetilsalicic acid|drug
DDI-DrugBank.d30.s11|103-114|glutethimide|drug
DDI-DrugBank.d30.s11|116-122|aspirin|drug
DDI-DrugBank.d30.s11|124-133|glucometer|drug
DDI-DrugBank.d30.s11|135-141|glucose|drug
DDI-DrugBank.d30.s11|143-159|clostridium toxin|drug_n
DDI-DrugBank.d30.s11|161-166|heroin|drug_n
DDI-DrugBank.d30.s11|168-185|acetilsalicic acid|drug
DDI-DrugBank.d30.s11|187-198|glutethimide|drug
DDI-DrugBank.d30.s11|200-206|aspirin|drug
DDI-DrugBank.d30.s11|208-217|glucometer|drug
DDI-DrugBank.d30.s11|219-225|glucose|drug
DDI-DrugBank.d30.s11|227-243|clostridium toxin|drug_n
DDI-DrugBank.d30.s11|245-250|heroin|drug_n
DDI-DrugBank.d30.s11|252-269|acetilsalicic acid|drug
DDI-DrugBank.d30.s11|271-282|glutethimide|drug
DDI-DrugBank.d30.s11|284-290|aspirin|drug
DDI-DrugBank.d530.s0|61-78|phenelzine sulfate|drug
DDI-DrugBank.d530.s0|81-103|tranylcypromine sulfate|drug
DDI-DrugBank.d530.s0|109-121|pargyline HC1|drug
DDI-DrugBank.d530.s1|0-14|L-phenylalanine|drug
DDI-DrugBank.d530.s1|20-47|non-selective MAO inhibitors|group
DDI-DrugBank.d530.s2|0-9|Selegiline|drug
DDI-DrugBank.d530.s2|13-27|L-phenylalanine|drug
DDI-DrugBank.d530.s2|61-70|selegiline|drug
DDI-DrugBank.d643.s0|49-55|aspirin|brand
DDI-DrugBank.d643.s0|104-117|anticoagulants|group
DDI-DrugBank.d643.s0|258-274|antifungal agents|group
DDI-DrugBank.d643.s0|309-319|antibiotics|group
DDI-DrugBank.d643.s0|354-359|heroin|drug_n
DDI-DrugBank.d643.s0|391-399|progestin|brand
DDI-DrugBank.d643.s0|487-501|benzodiazepenes|group
DDI-DrugBank.d746.s0|0-6|ARAMINE|drug
DDI-DrugBank.d746.s0|86-94|digitalis|drug
DDI-DrugBank.d746.s1|0-27|monoamine oxidase inhibitors|drug
DDI-DrugBank.d746.s1|32-56|tricyclic antidepressants|drug
DDI-DrugBank.d746.s1|87-108|sympathomimetic amines|drug
DDI-DrugBank.d746.s2|135-148|anticoagulants|group
DDI-DrugBank.d746.s2|232-243|glutethimide|drug
DDI-DrugBank.d746.s2|272-278|aspirin|brand
DDI-DrugBank.d746.s2|391-407|antifungal agents|group
DDI-DrugBank.d746.s2|580-584|xanax|brand
DDI-DrugBank.d746.s2|622-627|heroin|drug_n
DDI-DrugBank.d630.s1|52-73|<brand>aspirin</brand>|drug
DDI-DrugBank.d630.s1|52-58|aspirin|brand
DDI-DrugBank.d630.s1|195-216|<brand>aspirin</brand>|drug
DDI-DrugBank.d630.s1|195-201|aspirin|brand
DDI-DrugBank.d756.s0|0-14|levomepromazine|drug
DDI-DrugBank.d756.s1|0-7|tramadol|drug
DDI-DrugBank.d756.s2|63-77|levomepromazine|drug
DDI-DrugBank.d756.s4|0-14|levomepromazine|drug
DDI-DrugBank.d756.s4|16-40|tricyclic antidepressants|drug
DDI-DrugBank.d756.s4|42-64|antiparkinsonian-agents|drug
DDI-DrugBank.d756.s4|66-86|anticholinergic drugs|drug
DDI-DrugBank.d756.s4|129-153|tricyclic antidepressants|drug
DDI-DrugBank.d756.s4|155-177|antiparkinsonian-agents|drug
DDI-DrugBank.d756.s4|179-199|anticholinergic drugs|drug
DDI-DrugBank.d756.s4|201-210|high fever|drug
DDI-DrugBank.d756.s4|212-229|severe obstipation|drug
DDI-DrugBank.d756.s4|231-240|even ileus|drug
DDI-DrugBank.d756.s4|242-249|glaucoma|drug
DDI-DrugBank.d756.s4|251-258|delirium|drug
DDI-DrugBank.d756.s4|260-271|particularly|drug
DDI-DrugBank.d756.s4|273-283|the elderly|drug
DDI-DrugBank.d756.s4|285-295|may develop|drug
DDI-DrugBank.d756.s4|297-304|delirium|drug
DDI-DrugBank.d756.s4|306-315|high fever|drug
DDI-DrugBank.d756.s4|317-334|severe obstipation|drug
DDI-DrugBank.d756.s4|336-345|even ileus|drug
DDI-DrugBank.d756.s4|347-354|glaucoma|drug
DDI-DrugBank.d756.s4|356-367|particularly|drug
DDI-DrugBank.d756.s4|369-393|tricyclic antidepressants|drug
DDI-DrugBank.d756.s4|395-417|antiparkinsonian-agents|drug
DDI-DrugBank.d756.s4|419-439|anticholinergic drugs|drug
DDI-DrugBank.d756.s5|24-38|levomepromazine|drug
DDI-DrugBank.d756.s7|101-115|levomepromazine|drug
DDI-DrugBank.d756.s9|79-93|levomepromazine|drug
DDI-DrugBank.d756.s11|0-15|leveomepromazine|drug
DDI-DrugBank.d756.s11|85-97|levepromazine|drug
DDI-DrugBank.d736.s0|108-117| digitalis|group
DDI-DrugBank.d736.s0|127-150| <brand> digoxin</brand>|group
DDI-DrugBank.d736.s0|128-135| digoxin|brand
DDI-DrugBank.d736.s2|0-6|insulin|drug
DDI-DrugBank.d736.s3|0-8|Thiazides|drug
DDI-DrugBank.d736.s4|0-12|pressor agent|drug
DDI-DrugBank.d736.s4|50-62|pressor agent|drug
DDI-DrugBank.d736.s4|121-130|diminution|drug_n
DDI-DrugBank.d736.s4|132-144|pressor agent|drug
DDI-DrugBank.d736.s4|203-212|diminution|drug_n
DDI-DrugBank.d736.s4|265-274|diminution|drug_n
DDI-DrugBank.d736.s4|333-342|diminution|drug_n
DDI-DrugBank.d736.s4|395-404|diminution|drug_n
DDI-DrugBank.d736.s4|463-472|diminution|drug_n
DDI-DrugBank.d736.s4|525-534|diminution|drug_n
DDI-DrugBank.d736.s4|593-602|diminution|drug_n
DDI-DrugBank.d736.s4|655-664|diminution|drug_n
DDI-DrugBank.d736.s5|50-63|anticoagulants|group
DDI-DrugBank.d736.s5|69-85|antifungal agents|group
DDI-DrugBank.d736.s5|92-98|aspirin|brand
DDI-DrugBank.d736.s5|135-148|anticoagulants|group
DDI-DrugBank.d736.s5|154-170|antifungal agents|group
DDI-DrugBank.d736.s7|0-8|Thiazides|drug
DDI-DrugBank.d706.s0|37-45|reserpine|drug
DDI-DrugBank.d706.s1|22-41|metoprolol succinate|drug
DDI-DrugBank.d706.s1|50-71|catecholamine depletor|group
DDI-DrugBank.d715.s0|73-86|anticoagulants|group
DDI-DrugBank.d715.s0|91-97|aspirin|brand
DDI-DrugBank.d715.s0|143-156|anticoagulants|group
DDI-DrugBank.d715.s0|161-167|aspirin|brand
DDI-DrugBank.d640.s2|55-61|UNIVASC|group
DDI-DrugBank.d640.s3|7-33|potassium-sparing diuretics|group
DDI-DrugBank.d640.s3|36-49|spironolactone|drug
DDI-DrugBank.d640.s3|52-62|triamterene|drug
DDI-DrugBank.d640.s3|65-73|amiloride|drug
DDI-DrugBank.d640.s5|5-18|Anticoagulants|group
DDI-DrugBank.d640.s5|46-53|warfarin|drug
DDI-DrugBank.d640.s8|40-62|<brand>Lithobid</brand>|drug
DDI-DrugBank.d640.s8|40-47|Lithobid|brand
DDI-DrugBank.d640.s9|81-87|UNIVASC|drug
DDI-DrugBank.d640.s9|125-143|hydrochlorothiazide|drug
DDI-DrugBank.d640.s9|146-152|digoxin|drug
DDI-DrugBank.d640.s9|158-167|cimetidine|drug
DDI-DrugBank.d640.s10|63-93|calcium-channel-blocking agents|group
DDI-DrugBank.d640.s10|96-104|diuretics|group
DDI-DrugBank.d640.s11|0-65|There was no evidence of clinically important adverse interactions|drug
DDI-DrugBank.d580.s1|96-113|mometasone furoate|drug
DDI-DrugBank.d739.s3|53-63|terfenadine|drug
DDI-DrugBank.d739.s3|105-116|fexofenadine|drug
DDI-DrugBank.d739.s3|218-228|terfenadine|drug
DDI-DrugBank.d739.s4|0-10|Montelukast|drug
DDI-DrugBank.d739.s4|24-36|monotherapies|group
DDI-DrugBank.d739.s4|41-46|asthma|drug_n
DDI-DrugBank.d739.s4|52-68|allergic rhinitis|drug_n
DDI-DrugBank.d739.s4|71-77|Meridel|brand
DDI-DrugBank.d739.s4|92-104|monotherapies|group
DDI-DrugBank.d739.s4|109-114|asthma|drug_n
DDI-DrugBank.d739.s4|120-136|allergic rhinitis|drug_n
DDI-DrugBank.d739.s4|139-145|Meridel|brand
DDI-DrugBank.d739.s4|160-172|monotherapies|group
DDI-DrugBank.d739.s4|177-182|asthma|drug_n
DDI-DrugBank.d739.s4|188-204|allergic rhinitis|drug_n
DDI-DrugBank.d739.s4|207-213|Meridel|brand
DDI-DrugBank.d739.s4|228-240|monotherapies|group
DDI-DrugBank.d739.s4|245-250|asthma|drug_n
DDI-DrugBank.d739.s4|256-272|allergic rhinitis|drug_n
DDI-DrugBank.d739.s4|275-281|Meridel|brand
DDI-DrugBank.d739.s4|296-308|monotherapies|group
DDI-DrugBank.d739.s4|313-318|asthma|drug_n
DDI-DrugBank.d739.s4|324-340|allergic rhinitis|drug_n
DDI-DrugBank.d739.s4|343-349|Meridel|brand
DDI-DrugBank.d739.s4|364-376|monotherapies|group
DDI-DrugBank.d739.s8|112-124|phenobarbital|drug
DDI-DrugBank.d739.s8|129-136|rifampin|drug
DDI-DrugBank.d739.s8|164-174|montelukast|drug
DDI-DrugBank.d739.s9|0-10|Montelukast|drug
DDI-DrugBank.d739.s10|164-175|theophylline|drug
DDI-DrugBank.d739.s10|178-191|anticoagulants|group
DDI-DrugBank.d739.s10|205-221|clostridium toxin|drug_n
DDI-DrugBank.d739.s10|224-242|oral contraceptives|brand
DDI-DrugBank.d739.s10|291-301|terfenadine|drug
DDI-DrugBank.d739.s10|304-310|digoxin|drug
DDI-DrugBank.d739.s10|350-366|clostridium toxin|drug_n
DDI-DrugBank.d739.s11|69-92|<drug>montelukast</drug>|group
DDI-DrugBank.d739.s11|69-79|montelukast|drug
DDI-DrugBank.d739.s12|15-30|thyroid hormones|drug
DDI-DrugBank.d739.s12|33-50|sedative hypnotics|group
DDI-DrugBank.d739.s12|53-90|non-steroidal anti-inflammatory agents|drug
DDI-DrugBank.d739.s12|93-107|benzodiazepines|group
DDI-DrugBank.d739.s12|110-122|decongestants|drug
DDI-DrugBank.d739.s12|125-138|anticoagulants|drug
DDI-DrugBank.d739.s15|112-124|phenobarbital|drug
DDI-DrugBank.d739.s15|129-136|rifampin|drug
DDI-DrugBank.d346.s1|70-74|revia|drug
DDI-DrugBank.d346.s2|46-50|REVIA|drug
DDI-DrugBank.d346.s3|0-11|thioridazine|drug
DDI-DrugBank.d346.s3|17-21|REVIA|drug
DDI-DrugBank.d346.s4|16-20|REVIA|drug
DDI-DrugBank.d346.s5|92-96|revia|drug
DDI-DrugBank.d14.s2|0-23|calcium channel blockers|drug
DDI-DrugBank.d14.s2|29-44|organic nitrates|drug
DDI-DrugBank.d475.s0|43-52|nizatidine|drug
DDI-DrugBank.d475.s0|55-68|anticoagulants|group
DDI-DrugBank.d475.s0|71-87|chlorodiazepoxide|brand
DDI-DrugBank.d475.s0|90-98|lorazepam|brand
DDI-DrugBank.d475.s0|101-109|lidocaine|brand
DDI-DrugBank.d475.s0|112-128|antifungal agents|group
DDI-DrugBank.d475.s0|131-131|n|drug
DDI-DrugBank.d475.s0|195-203|phenytoin|drug
DDI-DrugBank.d475.s2|0-8|therefore|drug
DDI-DrugBank.d475.s2|11-14|drug|drug
DDI-DrugBank.d475.s2|103-111|therefore|drug
DDI-DrugBank.d475.s2|114-117|drug|drug
DDI-DrugBank.d475.s2|120-129|inhibition|drug
DDI-DrugBank.d475.s2|218-226|therefore|drug
DDI-DrugBank.d475.s2|229-232|drug|drug
DDI-DrugBank.d475.s2|235-244|inhibition|drug
DDI-DrugBank.d475.s2|333-341|therefore|drug
DDI-DrugBank.d475.s2|344-347|drug|drug
DDI-DrugBank.d475.s2|350-359|inhibition|drug
DDI-DrugBank.d475.s2|448-456|therefore|drug
DDI-DrugBank.d475.s2|459-462|drug|drug
DDI-DrugBank.d475.s2|465-474|inhibition|drug
DDI-DrugBank.d475.s2|563-571|therefore|drug
DDI-DrugBank.d475.s2|574-577|drug|drug
DDI-DrugBank.d475.s2|580-589|inhibition|drug
DDI-DrugBank.d475.s3|47-68|<brand>aspirin</brand>|drug
DDI-DrugBank.d475.s3|47-53|aspirin|brand
DDI-DrugBank.d761.s0|84-91| XENICAL|drug
DDI-DrugBank.d761.s3|0-12|beta-carotene|drug
DDI-DrugBank.d761.s3|14-20|XENICAL|drug
DDI-DrugBank.d761.s4|0-6|XENICAL|drug
DDI-DrugBank.d761.s6|0-8|glyburide|drug
DDI-DrugBank.d761.s6|187-195|glyburide|drug
DDI-DrugBank.d761.s9|0-8|Phenytoin|drug
DDI-DrugBank.d761.s9|165-173|phenytoin|drug
DDI-DrugBank.d761.s10|0-10|Pravastatin|drug
DDI-DrugBank.d761.s10|200-210|Pravastatin|drug
DDI-DrugBank.d761.s10|400-410|Pravastatin|drug
DDI-DrugBank.d761.s10|600-610|Pravastatin|drug
DDI-DrugBank.d761.s10|800-810|Pravastatin|drug
DDI-DrugBank.d761.s11|58-64|XENICAL|drug
DDI-DrugBank.d744.s0|63-69|insulin|drug
DDI-DrugBank.d744.s0|252-265|anticoagulants|group
DDI-DrugBank.d744.s0|329-342|anticoagulants|group
DDI-DrugBank.d744.s0|406-413|SOMAVERT|brand
DDI-DrugBank.d744.s0|459-472|anticoagulants|group
DDI-DrugBank.d744.s0|536-543|SOMAVERT|brand
DDI-DrugBank.d744.s0|645-658|anticoagulants|group
DDI-DrugBank.d744.s0|722-729|SOMAVERT|brand
DDI-DrugBank.d744.s0|831-844|anticoagulants|group
DDI-DrugBank.d744.s0|908-915|SOMAVERT|brand
DDI-DrugBank.d671.s0|0-5|CYLERT|drug
DDI-DrugBank.d671.s1|0-5|CYLERT|drug
DDI-DrugBank.d671.s2|0-5|CYLERT|drug
DDI-DrugBank.d622.s0|88-96|mydriasis|drug
DDI-DrugBank.d622.s0|99-109|tachycardia|group
DDI-DrugBank.d622.s0|112-140|dryness of the mouth and nose|brand
DDI-DrugBank.d622.s1|0-7|atropine|drug
DDI-DrugBank.d622.s1|43-53|pralidoxime|drug
DDI-DrugBank.d622.s1|92-99|atropine|drug
DDI-DrugBank.d622.s1|135-145|pralidoxime|drug
DDI-DrugBank.d622.s1|184-191|atropine|drug
DDI-DrugBank.d622.s1|227-237|pralidoxime|drug
DDI-DrugBank.d622.s1|276-283|atropine|drug
DDI-DrugBank.d622.s1|319-329|pralidoxime|drug
DDI-DrugBank.d622.s1|368-375|atropine|drug
DDI-DrugBank.d622.s1|411-421|pralidoxime|drug
DDI-DrugBank.d622.s1|460-467|atropine|drug
DDI-DrugBank.d622.s2|294-321|anticholinesterase poisoning|group
DDI-DrugBank.d622.s2|323-333|pralidoxime|drug
DDI-DrugBank.d622.s2|629-656|anticholinesterase poisoning|group
DDI-DrugBank.d622.s2|658-668|pralidoxime|drug
DDI-DrugBank.d622.s2|670-681|barbiturates|group
DDI-DrugBank.d622.s2|683-693|convulsions|drug
DDI-DrugBank.d622.s3|0-7|morphine|drug
DDI-DrugBank.d622.s3|37-21||drug
DDI-DrugBank.d622.s3|52-36||drug
DDI-DrugBank.d622.s3|69-53||drug
DDI-DrugBank.d622.s3|82-113|phenothiazine-type tranquilizers|group
DDI-DrugBank.d737.s0|0-8|Carbidopa|drug
DDI-DrugBank.d737.s0|10-17|Levodopa|drug
DDI-DrugBank.d737.s0|20-28|Carbidopa|drug
DDI-DrugBank.d737.s0|30-37|Levodopa|drug
DDI-DrugBank.d737.s0|82-92|Pramipexole|drug
DDI-DrugBank.d737.s5|12-21|Probenecid|drug
DDI-DrugBank.d737.s5|144-154|pramipexole|drug
DDI-DrugBank.d737.s7|0-36|inhibitors of cytochrome P450 enzymes|drug
DDI-DrugBank.d737.s7|70-80|pramipexole|drug
DDI-DrugBank.d737.s7|102-112|pramipexole|drug
DDI-DrugBank.d737.s9|219-232|anticoagulants|group
DDI-DrugBank.d737.s9|238-254|antifungal agents|group
DDI-DrugBank.d737.s10|130-143|phenothiazines|group
DDI-DrugBank.d737.s10|146-159|butyrophenones|group
DDI-DrugBank.d737.s10|162-174|thioxanthenes|group
DDI-DrugBank.d737.s11|0-6|MIRAPEX|drug
DDI-DrugBank.d737.s11|8-17|sertraline|drug
DDI-DrugBank.d737.s11|19-28|fluoxetine|drug
DDI-DrugBank.d737.s11|30-39|paroxetine|drug
DDI-DrugBank.d737.s11|41-51|fluvoxamine|drug
DDI-DrugBank.d737.s11|53-62|sertraline|drug
DDI-DrugBank.d737.s11|64-73|fluoxetine|drug
DDI-DrugBank.d737.s11|75-84|paroxetine|drug
DDI-DrugBank.d737.s11|86-96|fluvoxamine|drug
DDI-DrugBank.d737.s11|98-114|clostridium toxin|drug_n
DDI-DrugBank.d737.s11|148-165|acetilsalicic acid|drug
DDI-DrugBank.d737.s11|167-178|glutethimide|drug
DDI-DrugBank.d737.s11|180-186|aspirin|drug
DDI-DrugBank.d737.s11|188-192|xanax|drug
DDI-DrugBank.d737.s11|286-291|heroin|drug_n
DDI-DrugBank.d737.s11|293-310|acetilsalicic acid|drug
DDI-DrugBank.d737.s11|312-323|glutethimide|drug
DDI-DrugBank.d737.s11|325-331|aspirin|drug
DDI-DrugBank.d737.s11|333-337|xanax|drug
DDI-DrugBank.d737.s11|431-436|heroin|drug_n
DDI-DrugBank.d632.s0|150-188|anticholinergic agents such as atropine|drug
DDI-DrugBank.d632.s0|258-285|alpha glucosidase inhibitors|drug_n
DDI-DrugBank.d632.s1|0-67|Patients using these drugs have not been studied in clinical trials.|drug
DDI-DrugBank.d632.s2|0-5|SYMLIN|drug
DDI-DrugBank.d632.s3|204-209|SYMLIN|drug
DDI-DrugBank.d632.s6|7-12|SYMLIN|drug
DDI-DrugBank.d632.s6|60-65|SYMLIN|drug
DDI-DrugBank.d734.s0|82-95|phenothiazines|drug
DDI-DrugBank.d734.s1|28-39|guanethidine|drug
DDI-DrugBank.d734.s1|88-101|phenothiazines|group
DDI-DrugBank.d734.s2|0-10|propranolol|drug
DDI-DrugBank.d734.s2|12-25|phenothiazines|drug
DDI-DrugBank.d734.s2|27-37|propranolol|drug
DDI-DrugBank.d590.s0|0-9|ranitidine|drug
DDI-DrugBank.d590.s0|11-35|14-hydroxy-clarithromycin|drug_n
DDI-DrugBank.d590.s0|121-130|ranitidine|drug
DDI-DrugBank.d590.s0|132-156|14-hydroxy-clarithromycin|drug_n
DDI-DrugBank.d590.s0|210-219|ranitidine|drug
DDI-DrugBank.d590.s0|221-245|14-hydroxy-clarithromycin|drug_n
DDI-DrugBank.d590.s0|383-407|14-hydroxy-clarithromycin|drug_n
DDI-DrugBank.d590.s0|409-418|ranitidine|drug
DDI-DrugBank.d590.s0|472-496|14-hydroxy-clarithromycin|drug_n
DDI-DrugBank.d590.s1|22-28|aspirin|drug
DDI-DrugBank.d590.s1|74-83|salicylate|drug
DDI-DrugBank.d590.s2|109-118|ranitidine|drug
DDI-DrugBank.d654.s1|7-9|low|drug
DDI-DrugBank.d654.s1|191-202|ketoconazole|group
DDI-DrugBank.d654.s2|123-133|retapamulin|drug
DDI-DrugBank.d124.s0|0-17|acetilsalicic acid|drug
DDI-DrugBank.d124.s0|19-30|glutethimide|drug
DDI-DrugBank.d124.s0|32-38|aspirin|drug
DDI-DrugBank.d124.s0|40-51|glutethimide|drug
DDI-DrugBank.d124.s0|145-156|glutethimide|drug
DDI-DrugBank.d124.s0|158-175|acetilsalicic acid|drug
DDI-DrugBank.d124.s0|177-188|glutethimide|drug
DDI-DrugBank.d124.s0|331-348|acetilsalicic acid|drug
DDI-DrugBank.d124.s0|350-361|glutethimide|drug
DDI-DrugBank.d124.s0|504-521|acetilsalicic acid|drug
DDI-DrugBank.d124.s0|523-534|glutethimide|drug
DDI-DrugBank.d124.s3|8-16|ritonavir|drug
DDI-DrugBank.d124.s3|102-110|ritonavir|drug
DDI-DrugBank.d124.s5|0-9|saquinavir|drug
DDI-DrugBank.d124.s7|0-9|saquinavir|drug
DDI-DrugBank.d124.s7|115-124|saquinavir|drug
DDI-DrugBank.d124.s8|22-39|acetilsalicic acid|drug
DDI-DrugBank.d124.s8|43-54|glutethimide|drug
DDI-DrugBank.d124.s8|58-71|anticoagulants|group
DDI-DrugBank.d124.s8|75-91|antifungal agents|group
DDI-DrugBank.d124.s8|95-101|aspirin|brand
DDI-DrugBank.d124.s8|105-109|xanax|brand
DDI-DrugBank.d124.s8|113-129|clostridium toxin|drug_n
DDI-DrugBank.d124.s8|133-138|heroin|drug_n
DDI-DrugBank.d124.s9|0-3|drug|drug
DDI-DrugBank.d124.s9|5-35|groups or families of medicines|group
DDI-DrugBank.d124.s9|37-85| medicines referred to by its trade or brand name|brand
DDI-DrugBank.d124.s9|87-131| active substances not approved for human use|drug_n
DDI-DrugBank.d124.s9|133-136|drug|drug
DDI-DrugBank.d124.s9|138-168|groups or families of medicines|group
DDI-DrugBank.d124.s9|170-218| medicines referred to by its trade or brand name|brand
DDI-DrugBank.d124.s9|220-264| active substances not approved for human use|drug_n
DDI-DrugBank.d124.s9|266-269|drug|drug
DDI-DrugBank.d124.s9|271-301|groups or families of medicines|group
DDI-DrugBank.d124.s9|303-351| medicines referred to by its trade or brand name|brand
DDI-DrugBank.d124.s9|353-397| active substances not approved for human use|drug_n
DDI-DrugBank.d124.s9|399-402|drug|drug
DDI-DrugBank.d124.s9|404-434|groups or families of medicines|group
DDI-DrugBank.d124.s9|436-484| medicines referred to by its trade or brand name|brand
DDI-DrugBank.d124.s9|486-530| active substances not approved for human use|drug_n
DDI-DrugBank.d124.s9|532-535|drug|drug
DDI-DrugBank.d124.s9|537-567|groups or families of medicines|group
DDI-DrugBank.d124.s9|569-617| medicines referred to by its trade or brand name|brand
DDI-DrugBank.d124.s9|619-663| active substances not approved for human use|drug_n
DDI-DrugBank.d124.s9|665-668|drug|drug
DDI-DrugBank.d124.s12|0-7|invirase|drug
DDI-DrugBank.d124.s12|9-17|ritonavir|drug
DDI-DrugBank.d124.s12|19-40|antiretroviral therapy|drug
DDI-DrugBank.d124.s12|42-59|protease inhibitor|drug
DDI-DrugBank.d124.s12|61-68|genotype|drug
DDI-DrugBank.d124.s12|70-78|phenotype|drug
DDI-DrugBank.d124.s12|80-86|genetic|drug
DDI-DrugBank.d124.s12|88-99|heterozygote|drug
DDI-DrugBank.d124.s12|101-110|homozygote|drug
DDI-DrugBank.d124.s12|112-118|genetic|drug
DDI-DrugBank.d124.s12|120-133|antiretroviral|drug
DDI-DrugBank.d124.s12|135-141|therapy|drug
DDI-DrugBank.d124.s12|143-150|protease|drug
DDI-DrugBank.d124.s12|152-160|inhibitor|drug
DDI-DrugBank.d124.s12|162-169|invirase|drug
DDI-DrugBank.d124.s12|171-179|ritonavir|drug
DDI-DrugBank.d124.s12|181-222|nucleoside reverse transcriptase inhibitor|drug
DDI-DrugBank.d124.s12|224-237|antiretroviral|drug
DDI-DrugBank.d124.s12|239-245|therapy|drug
DDI-DrugBank.d124.s12|247-254|protease|drug
DDI-DrugBank.d124.s12|256-264|inhibitor|drug
DDI-DrugBank.d124.s12|266-273|invirase|drug
DDI-DrugBank.d124.s12|275-283|ritonavir|drug
DDI-DrugBank.d124.s12|285-298|antiretroviral|drug
DDI-DrugBank.d124.s12|300-306|therapy|drug
DDI-DrugBank.d124.s12|308-315|protease|drug
DDI-DrugBank.d124.s12|317-325|inhibitor|drug
DDI-DrugBank.d124.s12|327-334|invirase|drug
DDI-DrugBank.d124.s14|0-14|Antiarrhythmics|group
DDI-DrugBank.d124.s14|17-26|Amiodarone|drug
DDI-DrugBank.d124.s14|29-36|bepridil|drug
DDI-DrugBank.d124.s14|39-48|flecainide|drug
DDI-DrugBank.d124.s14|51-61|propafenone|drug
DDI-DrugBank.d124.s14|64-72|quinidine|drug
DDI-DrugBank.d124.s15|16-25|astemizole|drug
