DDI-MedLine.d48.s3|0-20|Diethyl pyrocarbonate|drug_n
DDI-DrugBank.d97.s25|5-12|CRIXIVAN|brand
DDI-DrugBank.d97.s25|18-27|atazanavir|drug
DDI-DrugBank.d97.s26|74-81|CRIXIVAN|brand
DDI-DrugBank.d97.s26|87-96|atazanavir|drug
DDI-DrugBank.d97.s32|0-19|HIV Antiviral Agents|group
DDI-DrugBank.d97.s33|0-10|Delavirdine|drug
DDI-DrugBank.d97.s34|0-8|indinavir|drug
DDI-DrugBank.d97.s35|18-25|CRIXIVAN|brand
DDI-DrugBank.d97.s35|84-94|delavirdine|drug
DDI-DrugBank.d97.s36|0-9|Didanosine|drug
DDI-DrugBank.d97.s37|0-8|Indinavir|drug
DDI-DrugBank.d97.s37|14-23|didanosine|drug
DDI-DrugBank.d97.s38|0-8|Efavirenz|drug
DDI-DrugBank.d97.s39|0-8|indinavir|drug
DDI-DrugBank.d97.s40|20-28|indinavir|drug
DDI-DrugBank.d97.s40|62-70|efavirenz|drug
DDI-DrugBank.d97.s41|15-23|indinavir|drug
DDI-DrugBank.d97.s41|93-101|indinavir|drug
DDI-DrugBank.d97.s41|121-129|efavirenz|drug
DDI-DrugBank.d97.s42|0-9|Nelfinavir|drug
DDI-DrugBank.d97.s43|0-8|indinavir|drug
DDI-DrugBank.d97.s45|0-9|Nevirapine|drug
DDI-DrugBank.d97.s46|0-8|indinavir|drug
DDI-DrugBank.d97.s47|0-8|Indinavir|drug
DDI-DrugBank.d97.s47|61-70|nevirapine|drug
DDI-DrugBank.d97.s48|109-119|Fluvoxamine|drug
DDI-DrugBank.d97.s48|156-166|propranolol|drug
DDI-DrugBank.d97.s48|193-203|fluvoxamine|drug
DDI-DrugBank.d97.s48|254-264|propranolol|drug
DDI-DrugBank.d97.s48|303-313|propranolol|drug
DDI-DrugBank.d97.s48|370-380|fluvoxamine|drug
DDI-DrugBank.d97.s48|415-425|propranolol|drug
DDI-DrugBank.d97.s48|436-446|fluvoxamine|drug
DDI-DrugBank.d97.s48|497-507|propranolol|drug
DDI-DrugBank.d97.s48|570-580|Propranolol|drug
DDI-DrugBank.d97.s48|622-629|warfarin|drug
DDI-DrugBank.d97.s48|657-667|propranolol|drug
DDI-DrugBank.d97.s48|692-699|warfarin|drug
DDI-DrugBank.d97.s48|726-736|propranolol|drug
DDI-DrugBank.d97.s49|0-8|Ritonavir|drug
DDI-DrugBank.d97.s50|0-8|indinavir|drug
DDI-DrugBank.d97.s50|26-34|ritonavir|drug
DDI-DrugBank.d97.s52|104-112|indinavir|drug
DDI-DrugBank.d97.s52|134-142|ritonavir|drug
DDI-DrugBank.d97.s52|165-172|CRIXIVAN|brand
DDI-DrugBank.d97.s52|255-177||drug
DDI-DrugBank.d97.s52|285-179||drug
DDI-DrugBank.d97.s52|316-323|CRIXIVAN|brand
DDI-DrugBank.d97.s52|406-194||drug
DDI-DrugBank.d97.s52|436-236||drug
DDI-DrugBank.d97.s52|467-474|CRIXIVAN|brand
DDI-DrugBank.d97.s52|557-266||drug
DDI-DrugBank.d97.s52|587-307||drug
DDI-DrugBank.d97.s52|618-625|CRIXIVAN|brand
DDI-DrugBank.d97.s53|0-9|Saquinavir|drug
DDI-DrugBank.d97.s54|0-9|saquinavir|drug
DDI-DrugBank.d97.s57|0-14|Antiarrhythmics|group
DDI-DrugBank.d97.s57|17-24|bepridil|drug
DDI-DrugBank.d97.s57|27-35|lidocaine|drug
DDI-DrugBank.d97.s57|52-60|quinidine|drug
DDI-DrugBank.d97.s58|0-20|antiarrhythmic agents|group
DDI-DrugBank.d97.s59|81-95|antiarrhythmics|group
DDI-DrugBank.d97.s59|122-129|CRIXIVAN|brand
DDI-DrugBank.d97.s60|0-14|Anticonvulsants|group
DDI-DrugBank.d97.s60|17-29|carbamazepine|drug
DDI-DrugBank.d97.s60|32-44|phenobarbital|drug
DDI-DrugBank.d97.s60|47-55|phenytoin|drug
DDI-DrugBank.d97.s61|0-8|indinavir|drug
DDI-DrugBank.d97.s63|0-7|CRIXIVAN|brand
DDI-DrugBank.d97.s63|47-55|indinavir|drug
DDI-DrugBank.d97.s64|0-23|Calcium Channel Blockers|group
DDI-DrugBank.d97.s64|26-40|Dihydropyridine|group
DDI-DrugBank.d97.s64|49-58|felodipine|drug
DDI-DrugBank.d97.s64|61-70|nifedipine|drug
DDI-DrugBank.d97.s64|73-83|nicardipine|drug
DDI-DrugBank.d97.s65|0-39|dihydropyridine calcium channel blockers|group
DDI-DrugBank.d97.s67|0-13|Clarithromycin|drug
DDI-DrugBank.d97.s68|0-13|clarithromycin|drug
DDI-DrugBank.d97.s68|31-39|indinavir|drug
DDI-DrugBank.d97.s70|0-26|HMG-CoA Reductase Inhibitor|group
DDI-DrugBank.d97.s70|29-40|atorvastatin|drug
DDI-DrugBank.d97.s71|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|28-39|atorvastatin|drug
DDI-DrugBank.d97.s72|78-105|HMG-CoA reductase inhibitors|group
DDI-DrugBank.d97.s72|161-171|pravastatin|drug
DDI-DrugBank.d97.s72|174-184|fluvastatin|drug
DDI-DrugBank.d97.s72|190-201|rosuvastatin|drug
DDI-DrugBank.d97.s72|223-230|CRIXIVAN|brand
DDI-DrugBank.d97.s73|0-17|Immunosuppressants|group
DDI-DrugBank.d97.s73|20-31|cyclosporine|drug
DDI-DrugBank.d97.s73|34-43|tacrolimus|drug
DDI-DrugBank.d97.s73|46-54|sirolimus|drug
DDI-DrugBank.d97.s74|0-23|immunosuppressant agents|group
DDI-DrugBank.d97.s75|42-49|CRIXIVAN|brand
DDI-DrugBank.d97.s75|94-101|CRIXIVAN|brand
DDI-DrugBank.d97.s75|146-153|CRIXIVAN|brand
DDI-DrugBank.d97.s75|198-205|CRIXIVAN|brand
DDI-DrugBank.d97.s75|250-257|CRIXIVAN|brand
DDI-DrugBank.d97.s75|302-309|CRIXIVAN|brand
DDI-DrugBank.d97.s75|354-361|CRIXIVAN|brand
DDI-DrugBank.d97.s75|406-413|CRIXIVAN|brand
DDI-DrugBank.d97.s75|458-465|CRIXIVAN|brand
DDI-DrugBank.d97.s75|510-517|CRIXIVAN|brand
DDI-DrugBank.d97.s75|562-569|CRIXIVAN|brand
DDI-DrugBank.d97.s75|614-621|CRIXIVAN|brand
DDI-DrugBank.d97.s75|666-673|CRIXIVAN|brand
DDI-DrugBank.d97.s75|718-725|CRIXIVAN|brand
DDI-DrugBank.d97.s75|770-777|CRIXIVAN|brand
DDI-DrugBank.d97.s75|822-829|CRIXIVAN|brand
DDI-DrugBank.d97.s75|874-881|CRIXIVAN|brand
DDI-DrugBank.d97.s76|0-11|Itraconazole|drug
DDI-DrugBank.d97.s77|0-8|indinavir|drug
DDI-DrugBank.d97.s78|18-25|CRIXIVAN|brand
DDI-DrugBank.d97.s78|85-96|itraconazole|drug
DDI-DrugBank.d97.s79|0-11|Ketoconazole|drug
DDI-DrugBank.d97.s80|0-8|indinavir|drug
DDI-DrugBank.d97.s81|18-25|CRIXIVAN|brand
DDI-DrugBank.d97.s82|0-8|Rifabutin|drug
DDI-DrugBank.d97.s83|0-8|indinavir|drug
DDI-DrugBank.d97.s83|26-34|rifabutin|drug
DDI-DrugBank.d97.s84|18-26|rifabutin|drug
DDI-DrugBank.d97.s84|77-84|CRIXIVAN|brand
DDI-DrugBank.d97.s84|156-164|rifabutin|drug
DDI-DrugBank.d97.s84|170-177|CRIXIVAN|brand
DDI-DrugBank.d97.s85|0-9|Sildenafil|drug
DDI-DrugBank.d97.s86|0-9|sildenafil|drug
DDI-DrugBank.d97.s87|0-9|Sildenafil|drug
DDI-DrugBank.d97.s87|108-116|indinavir|drug
DDI-DrugBank.d97.s88|0-8|Tadalafil|drug
DDI-DrugBank.d97.s89|0-8|tadalafil|drug
DDI-DrugBank.d97.s90|0-8|Tadalafil|drug
DDI-DrugBank.d97.s90|107-115|indinavir|drug
DDI-DrugBank.d97.s91|0-9|Vardenafil|drug
DDI-DrugBank.d97.s92|0-9|vardenafil|drug
DDI-DrugBank.d97.s93|0-9|Vardenafil|drug
DDI-DrugBank.d97.s93|108-116|indinavir|drug
DDI-DrugBank.d433.s0|60-64|Rebif|brand
DDI-DrugBank.d433.s1|104-108|Rebif|brand
DDI-DrugBank.d433.s2|65-69|Rebif|brand
DDI-DrugBank.d433.s2|214-218|Rebif|brand
DDI-DrugBank.d433.s2|230-214||drug
DDI-DrugBank.d433.s2|283-221||drug
DDI-DrugBank.d433.s2|326-222||drug
DDI-DrugBank.d433.s2|342-270||drug
DDI-DrugBank.d433.s2|445-310||drug
DDI-DrugBank.d433.s2|470-312||drug
DDI-DrugBank.d433.s2|535-322||drug
DDI-DrugBank.d433.s2|556-323||drug
DDI-DrugBank.d433.s2|580-366||drug
DDI-DrugBank.d433.s2|646-411||drug
DDI-DrugBank.d433.s2|682-433||drug
DDI-DrugBank.d227.s0|0-9|Isoflurane|drug
DDI-DrugBank.d227.s0|57-72|muscle relaxants|group
DDI-DrugBank.d227.s0|104-119|muscle relaxants|group
DDI-DrugBank.d227.s0|207-210|N 2O|drug
DDI-DrugBank.d227.s0|213-225|Isoproterenol|drug
DDI-DrugBank.d227.s0|273-288|muscle relaxants|group
DDI-DrugBank.d227.s0|304-335|nondepolarizing muscle relaxants|group
DDI-DrugBank.d227.s0|423-426|N 2O|drug
DDI-DrugBank.d227.s0|429-441|Isoproterenol|drug
DDI-DrugBank.d227.s0|489-504|muscle relaxants|group
DDI-DrugBank.d227.s0|520-551|nondepolarizing muscle relaxants|group
DDI-DrugBank.d227.s0|639-642|N 2O|drug
DDI-DrugBank.d227.s0|645-648|N 2O|drug
DDI-DrugBank.d227.s0|696-711|muscle relaxants|group
DDI-DrugBank.d465.s0|28-47|isosorbide dinitrate|drug
DDI-DrugBank.d465.s0|85-96|vasodilators|group
DDI-DrugBank.d465.s1|0-6|Alcohol|drug
DDI-DrugBank.d465.s1|84-90|Alcohol|drug
DDI-DrugBank.d465.s1|152-158|Alcohol|drug
DDI-DrugBank.d465.s1|236-242|Alcohol|drug
DDI-DrugBank.d465.s1|304-310|Alcohol|drug
DDI-DrugBank.d465.s1|388-394|Alcohol|drug
DDI-DrugBank.d465.s1|472-478|Alcohol|drug
DDI-DrugBank.d465.s1|556-562|Alcohol|drug
DDI-DrugBank.d465.s1|640-646|Alcohol|drug
DDI-DrugBank.d465.s1|724-730|Alcohol|drug
DDI-DrugBank.d465.s1|808-814|Alcohol|drug
DDI-DrugBank.d465.s1|892-898|Alcohol|drug
DDI-DrugBank.d163.s0|0-8|Vitamin A|group
DDI-DrugBank.d163.s0|42-49|Accutane|brand
DDI-DrugBank.d163.s0|54-62|vitamin A|group
DDI-DrugBank.d163.s0|107-113|vitamin|group
DDI-DrugBank.d163.s0|138-146|vitamin A|group
DDI-DrugBank.d163.s2|0-12|Tetracyclines|group
DDI-DrugBank.d163.s2|42-49|Accutane|brand
DDI-DrugBank.d163.s2|55-67|tetracyclines|group
DDI-DrugBank.d163.s2|95-102|Accutane|brand
DDI-DrugBank.d163.s2|252-264|tetracyclines|group
DDI-DrugBank.d163.s4|12-23|Progesterone|drug
DDI-DrugBank.d163.s4|51-62|progesterone|drug
DDI-DrugBank.d163.s4|111-118|estrogen|group
DDI-DrugBank.d163.s4|173-180|Accutane|drug
DDI-DrugBank.d163.s5|239-246|Hormonal|group
DDI-DrugBank.d163.s5|248-261|contraceptives|group
DDI-DrugBank.d163.s5|365-378|contraceptives|group
DDI-DrugBank.d163.s5|434-464|hormonal birth control products|group
DDI-DrugBank.d163.s5|467-474|Hormonal|group
DDI-DrugBank.d163.s5|476-489|contraceptives|group
DDI-DrugBank.d163.s5|593-606|contraceptives|group
DDI-DrugBank.d163.s5|662-692|hormonal birth control products|group
DDI-DrugBank.d163.s5|695-702|Hormonal|group
DDI-DrugBank.d163.s5|704-717|contraceptives|group
DDI-DrugBank.d163.s5|821-834|contraceptives|group
DDI-DrugBank.d163.s7|19-41|hormonal contraceptives|group
DDI-DrugBank.d163.s7|88-95|Accutane|drug
DDI-DrugBank.d163.s10|0-8|Phenytoin|drug
DDI-DrugBank.d163.s10|11-18|Accutane|brand
DDI-DrugBank.d163.s10|72-80|phenytoin|drug
DDI-DrugBank.d163.s11|68-79|isotretinoin|drug
DDI-DrugBank.d163.s12|0-8|Phenytoin|drug
DDI-DrugBank.d163.s13|112-120|phenytoin|drug
DDI-DrugBank.d163.s13|126-133|Accutane|brand
DDI-DrugBank.d163.s13|136-144|Phenytoin|drug
DDI-DrugBank.d163.s13|229-236|Accutane|drug
DDI-DrugBank.d163.s13|281-289|Phenytoin|drug
DDI-DrugBank.d163.s13|331-340|calcitonin|drug
DDI-DrugBank.d163.s13|364-372|phenytoin|drug
DDI-DrugBank.d163.s13|393-402|calcitonin|drug
DDI-DrugBank.d163.s13|441-448|Accutane|drug
DDI-DrugBank.d163.s13|474-482|Phenytoin|drug
DDI-DrugBank.d163.s13|567-574|Accutane|brand
DDI-DrugBank.d163.s13|619-627|Phenytoin|drug
DDI-DrugBank.d163.s13|669-678|calcitonin|drug
DDI-DrugBank.d163.s13|702-710|phenytoin|drug
DDI-DrugBank.d163.s14|100-84||drug
DDI-DrugBank.d163.s14|117-139|beta-lactam antibiotics|group
DDI-DrugBank.d163.s14|142-157|aminopenicillins|group
DDI-DrugBank.d163.s14|160-170|penicillins|group
DDI-DrugBank.d163.s14|173-186|cephalosporins|group
DDI-DrugBank.d163.s14|189-199|carbapenems|group
DDI-DrugBank.d163.s14|202-225|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|228-252|thiol-disulfide compounds|group
DDI-DrugBank.d163.s14|255-278|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|281-304|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|307-330|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|333-357|thiol-disulfide compounds|group
DDI-DrugBank.d163.s14|360-383|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|386-410|thiol-disulfide compounds|group
DDI-DrugBank.d163.s14|413-436|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|439-463|thiol-disulfide compounds|group
DDI-DrugBank.d163.s14|466-489|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|492-516|thiol-disulfide compounds|group
DDI-DrugBank.d163.s14|519-542|penicillinase inhibitors|group
DDI-DrugBank.d163.s14|545-569|thiol-disulfide compounds|group
DDI-DrugBank.d163.s16|9-23|Corticosteroids|group
DDI-DrugBank.d163.s16|35-49|corticosteroids|group
DDI-DrugBank.d163.s17|112-135|systemic corticosteroids|group
DDI-DrugBank.d163.s17|141-148|Accutane|brand
DDI-DrugBank.d163.s17|150-150| |drug
DDI-DrugBank.d163.s17|152-153|No|drug
DDI-DrugBank.d163.s17|264-287|systemic corticosteroids|group
DDI-DrugBank.d163.s17|293-300|Accutane|brand
DDI-DrugBank.d163.s17|302-302| |drug
DDI-DrugBank.d163.s17|416-439|systemic corticosteroids|group
DDI-DrugBank.d163.s17|445-452|Accutane|brand
DDI-DrugBank.d163.s17|454-454| |drug
DDI-DrugBank.d163.s17|568-591|systemic corticosteroids|group
DDI-DrugBank.d163.s17|597-604|Accutane|brand
DDI-DrugBank.d163.s17|606-606| |drug
DDI-DrugBank.d163.s17|720-743|systemic corticosteroids|group
DDI-DrugBank.d163.s17|749-756|Accutane|brand
DDI-DrugBank.d163.s17|758-758| |drug
DDI-DrugBank.d163.s18|72-85|anticoagulants|group
DDI-DrugBank.d163.s18|88-104|antifungal agents|group
DDI-DrugBank.d163.s18|111-151|other drugs that prolong prothrombin time|group
DDI-DrugBank.d163.s18|200-210|these drugs|group
DDI-DrugBank.d163.s18|213-223|Other drugs|drug
DDI-DrugBank.d163.s18|302-312|these drugs|group
DDI-DrugBank.d163.s18|315-325|Other drugs|drug
DDI-DrugBank.d163.s18|404-414|these drugs|group
DDI-DrugBank.d163.s18|417-427|Other drugs|group
DDI-DrugBank.d163.s18|506-516|these drugs|group
DDI-DrugBank.d163.s18|519-529|Other drugs|drug
DDI-DrugBank.d163.s18|608-618|these drugs|group
DDI-DrugBank.d163.s18|621-631|Other drugs|drug
DDI-DrugBank.d163.s18|710-720|these drugs|group
DDI-DrugBank.d163.s18|723-733|Other drugs|drug
DDI-DrugBank.d163.s19|109-122|contraceptives|group
DDI-DrugBank.d163.s20|0-7|Accutane|brand
DDI-DrugBank.d163.s21|52-59|hormonal|group
DDI-DrugBank.d163.s21|61-74|contraceptives|group
DDI-DrugBank.d163.s21|119-130|Pregnenolone|drug
DDI-DrugBank.d163.s21|180-189|Alprazolam|drug
DDI-DrugBank.d163.s21|239-245|Ethanol|drug
DDI-DrugBank.d163.s21|295-304|Citalopram|drug
DDI-DrugBank.d163.s21|354-363|Clonazepam|drug
DDI-DrugBank.d163.s21|413-424|Cyclosporine|drug
DDI-DrugBank.d163.s21|474-481|Diazepam|drug
DDI-DrugBank.d163.s21|531-541|Doxycycline|drug
DDI-DrugBank.d163.s21|591-602|Erythromycin|drug
DDI-DrugBank.d163.s21|652-662|Haloperidol|drug
DDI-DrugBank.d163.s22|209-216|Accutane|brand
DDI-DrugBank.d163.s23|114-121|Accutane|brand
DDI-DrugBank.d163.s24|150-157|Accutane|drug
DDI-DrugBank.d163.s25|184-193|Amenorrhea|drug
DDI-DrugBank.d163.s25|341-188||drug
DDI-DrugBank.d163.s25|498-337||drug
DDI-DrugBank.d163.s25|655-338||drug
DDI-DrugBank.d163.s25|812-487||drug
DDI-DrugBank.d163.s25|969-488||drug
DDI-DrugBank.d163.s26|102-107|prensa|drug
DDI-DrugBank.d163.s26|167-175|Ephedrine|drug
DDI-DrugBank.d163.s26|249-257|Ephedrine|drug
DDI-DrugBank.d163.s26|318-326|Ephedrine|drug
DDI-DrugBank.d163.s26|405-413|Ephedrine|drug
DDI-DrugBank.d163.s26|476-484|Ephedrine|drug
DDI-DrugBank.d163.s26|550-558|Ephedrine|drug
DDI-DrugBank.d163.s26|632-640|Ephedrine|drug
DDI-DrugBank.d163.s26|702-710|Ephedrine|drug
DDI-DrugBank.d163.s26|765-773|Ephedrine|drug
DDI-DrugBank.d163.s30|21-27|alcohol|drug
DDI-DrugBank.d163.s31|108-115|Accutane|brand
DDI-DrugBank.d163.s32|59-66|Accutane|drug
DDI-DrugBank.d163.s34|250-257|Accutane|brand
DDI-DrugBank.d163.s36|0-6|Glucose|drug
DDI-DrugBank.d163.s36|33-40|Accutane|brand
DDI-DrugBank.d163.s37|62-69|Accutane|drug
DDI-DrugBank.d163.s39|66-73|Accutane|brand
DDI-DrugBank.d81.s0|0-12|Nitroglycerin|drug
DDI-DrugBank.d81.s0|15-22|DynaCirc|brand
DDI-DrugBank.d81.s0|26-35|isradipine|drug
DDI-DrugBank.d81.s0|74-86|nitroglycerin|drug
DDI-DrugBank.d81.s1|0-18|Hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|103-110|DynaCirc|brand
DDI-DrugBank.d81.s1|114-123|isradipine|drug
DDI-DrugBank.d81.s1|130-148|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|49-58|isradipine|drug
DDI-DrugBank.d81.s2|72-90|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|154-163|isradipine|drug
DDI-DrugBank.d81.s3|0-10|Propranolol|drug
DDI-DrugBank.d81.s3|78-88|propranolol|drug
DDI-DrugBank.d81.s3|152-161|isradipine|drug
DDI-DrugBank.d81.s4|81-91|propranolol|drug
DDI-DrugBank.d81.s5|51-60|isradipine|drug
DDI-DrugBank.d81.s5|266-275|isradipine|drug
DDI-DrugBank.d81.s5|627-636|isradipine|drug
DDI-DrugBank.d81.s6|0-10|propranolol|drug
DDI-DrugBank.d81.s6|165-174|isradipine|drug
DDI-DrugBank.d81.s6|213-223|propranolol|drug
DDI-DrugBank.d81.s6|238-248|propranolol|drug
DDI-DrugBank.d81.s6|287-296|isradipine|drug
DDI-DrugBank.d81.s6|477-292||drug
DDI-DrugBank.d81.s6|525-302||drug
DDI-DrugBank.d81.s6|550-466||drug
DDI-DrugBank.d81.s6|599-515||drug
DDI-DrugBank.d81.s6|790-540||drug
DDI-DrugBank.d81.s6|838-588||drug
DDI-DrugBank.d81.s7|0-9|Cimetidine|drug
DDI-DrugBank.d81.s7|67-76|cimetidine|drug
DDI-DrugBank.d81.s7|122-131|isradipine|drug
DDI-DrugBank.d81.s7|172-181|isradipine|drug
DDI-DrugBank.d81.s8|3-12|isradipine|drug
DDI-DrugBank.d81.s8|68-77|cimetidine|drug
DDI-DrugBank.d81.s9|0-9|Rifampicin|drug
DDI-DrugBank.d81.s9|66-75|rifampicin|drug
DDI-DrugBank.d81.s9|125-134|isradipine|drug
DDI-DrugBank.d81.s9|163-172|isradipine|drug
DDI-DrugBank.d81.s10|3-12|rifampicin|drug
DDI-DrugBank.d81.s10|35-44|isradipine|drug
DDI-DrugBank.d81.s10|197-206|isradipine|drug
DDI-DrugBank.d81.s11|0-7|Warfarin|drug
DDI-DrugBank.d81.s11|122-131|isradipine|drug
DDI-DrugBank.d81.s11|145-152|warfarin|drug
DDI-DrugBank.d81.s11|193-200|warfarin|drug
DDI-DrugBank.d81.s11|302-311|isradipine|drug
DDI-DrugBank.d81.s12|16-23|warfarin|drug
DDI-DrugBank.d81.s12|29-38|isradipine|drug
DDI-DrugBank.d81.s13|0-6|Digoxin|drug
DDI-DrugBank.d81.s13|43-50|DynaCirc|brand
DDI-DrugBank.d81.s13|54-63|isradipine|drug
DDI-DrugBank.d81.s13|70-76|digoxin|drug
DDI-DrugBank.d81.s13|176-182|digoxin|drug
DDI-DrugBank.d81.s14|0-7|Fentanyl|drug
DDI-DrugBank.d81.s14|65-72|fentanyl|drug
DDI-DrugBank.d81.s14|111-122|beta blocker|group
DDI-DrugBank.d81.s14|130-152|calcium channel blocker|group
DDI-DrugBank.d81.s15|74-81|DynaCirc|brand
DDI-DrugBank.d81.s15|85-94|isradipine|drug
DDI-DrugBank.d95.s0|0-11|Cyclosporine|drug
DDI-DrugBank.d95.s0|15-24|L-arginine|drug
DDI-DrugBank.d95.s0|69-79|cyclosporin|drug
DDI-DrugBank.d95.s1|0-8|Ibuprofen|drug
DDI-DrugBank.d95.s1|12-21|L-arginine|drug
DDI-DrugBank.d95.s1|54-62|ibuprofen|drug
DDI-DrugBank.d95.s2|0-15|Organic nitrates|group
DDI-DrugBank.d95.s2|19-28|L-arginine|drug
DDI-DrugBank.d95.s2|86-101|organic nitrates|group
DDI-DrugBank.d95.s2|153-120||drug
DDI-DrugBank.d95.s2|220-127||group
DDI-DrugBank.d95.s2|294-141||drug
DDI-DrugBank.d95.s2|361-213||group
DDI-DrugBank.d95.s2|435-239||drug
DDI-DrugBank.d95.s2|502-354||group
DDI-DrugBank.d95.s2|576-255||drug
DDI-DrugBank.d95.s2|643-495||group
DDI-DrugBank.d95.s2|717-268||drug
DDI-DrugBank.d95.s2|784-636||group
DDI-DrugBank.d95.s3|0-17|Sildenafil citrate|drug
DDI-DrugBank.d95.s3|36-45|L-arginine|drug
DDI-DrugBank.d95.s3|84-101|sildenafil citrate|drug
DDI-DrugBank.d41.s0|0-13|Cholestyramine|drug
DDI-DrugBank.d41.s0|46-59|cholestyramine|drug
DDI-DrugBank.d41.s0|74-81|charcoal|drug
DDI-DrugBank.d41.s0|208-218|leflunomide|drug
DDI-DrugBank.d41.s1|56-66|leflunomide|drug
DDI-DrugBank.d41.s1|176-186|leflunomide|drug
DDI-DrugBank.d41.s1|296-306|leflunomide|drug
DDI-DrugBank.d41.s1|416-426|leflunomide|drug
DDI-DrugBank.d41.s1|536-546|leflunomide|drug
DDI-DrugBank.d41.s1|656-666|leflunomide|drug
DDI-DrugBank.d41.s1|776-786|leflunomide|drug
DDI-DrugBank.d41.s1|896-906|leflunomide|drug
DDI-DrugBank.d41.s2|35-45|leflunomide|drug
DDI-DrugBank.d41.s3|39-43|ARAVA|brand
DDI-DrugBank.d41.s3|50-61|methotrexate|drug
DDI-DrugBank.d41.s4|90-100|leflunomide|drug
DDI-DrugBank.d41.s6|93-103|leflunomide|drug
DDI-DrugBank.d41.s9|0-5|NSAIDs|group
DDI-DrugBank.d41.s9|29-30|M1|drug
DDI-DrugBank.d41.s9|107-116|diclofenac|drug
DDI-DrugBank.d41.s9|122-130|ibuprofen|drug
DDI-DrugBank.d41.s11|48-53|NSAIDs|group
DDI-DrugBank.d41.s11|117-126|Probenecid|drug
DDI-DrugBank.d41.s11|165-171|aspirin|group
DDI-DrugBank.d41.s11|271-282|Cyclosporine|drug
DDI-DrugBank.d41.s11|321-330|probenecid|drug
DDI-DrugBank.d41.s11|430-438|Cisapride|drug
DDI-DrugBank.d41.s11|477-486|probenecid|drug
DDI-DrugBank.d41.s11|586-597|Methotrexate|drug
DDI-DrugBank.d41.s11|636-645|probenecid|drug
DDI-DrugBank.d41.s11|745-752|Warfarin|drug
DDI-DrugBank.d41.s11|791-800|probenecid|drug
DDI-DrugBank.d41.s12|0-10|Tolbutamide|drug
DDI-DrugBank.d41.s12|112-122|tolbutamide|drug
DDI-DrugBank.d41.s14|0-7|Rifampin|drug
DDI-DrugBank.d41.s14|67-71|ARAUA|brand
DDI-DrugBank.d41.s14|113-120|rifampin|drug
DDI-DrugBank.d41.s14|181-185|ARAUA|brand
DDI-DrugBank.d41.s15|29-33|ARAVA|drug
DDI-DrugBank.d41.s15|148-152|ARAVA|drug
DDI-DrugBank.d41.s15|158-165|rifampin|drug
DDI-DrugBank.d41.s16|0-7|Warfarin|drug
DDI-DrugBank.d41.s16|62-65|ARAV|brand
DDI-DrugBank.d41.s16|71-78|warfarin|drug
DDI-DrugBank.d252.s0|9-15|BETAGAN|brand
DDI-DrugBank.d252.s0|117-123|BETAGAN|brand
DDI-DrugBank.d252.s0|129-139|epinephrine|drug
DDI-DrugBank.d252.s1|55-66|beta-blocker|group
DDI-DrugBank.d252.s1|144-152|reserpine|drug
DDI-DrugBank.d252.s2|19-49|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s2|89-107|calcium antagonists|group
DDI-DrugBank.d252.s3|720-728|quinidine|drug
DDI-DrugBank.d252.s3|732-741|Cimetidine|group
DDI-DrugBank.d252.s3|753-776|immunosuppressant agents|group
DDI-DrugBank.d252.s3|810-818|quinidine|drug
DDI-DrugBank.d252.s3|904-912|quinidine|drug
DDI-DrugBank.d252.s3|917-926|cimetidine|drug
DDI-DrugBank.d252.s4|23-53|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s4|60-68|digitalis|group
DDI-DrugBank.d252.s4|74-92|calcium antagonists|group
DDI-DrugBank.d252.s5|0-12|Phenothiazine|group
DDI-DrugBank.d252.s5|36-66|beta-adrenergic blocking agents|group
DDI-DrugBank.d320.s0|0-9|Chirocaine|brand
DDI-DrugBank.d320.s0|75-85|anesthetics|group
DDI-DrugBank.d320.s0|121-148|amide-type local anesthetics|group
DDI-DrugBank.d320.s0|295-305|anesthetics|group
DDI-DrugBank.d320.s0|341-368|amide-type local anesthetics|group
DDI-DrugBank.d320.s0|515-525|anesthetics|group
DDI-DrugBank.d320.s0|561-588|amide-type local anesthetics|group
DDI-DrugBank.d320.s0|735-745|anesthetics|group
DDI-DrugBank.d320.s0|781-808|amide-type local anesthetics|group
DDI-DrugBank.d320.s1|86-100|levobupivacaine|drug
DDI-DrugBank.d320.s1|105-128|desbutyl levobupivacaine|drug_n
DDI-DrugBank.d320.s1|134-158|3-hydroxy levobupivacaine|drug_n
DDI-DrugBank.d320.s2|57-66|Chirocaine|brand
DDI-DrugBank.d320.s2|144-153|Chirocaine|brand
DDI-DrugBank.d320.s2|156-165|Chirocaine|drug
DDI-DrugBank.d320.s2|251-260|Chirocaine|drug
