DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-DrugBank.d643.s0|156-169|sedating drugs|group
DDI-DrugBank.d643.s0|173-181|melatonin|drug
DDI-DrugBank.d643.s0|185-195|fluvoxamine|drug
DDI-DrugBank.d643.s0|199-208|fluoxetine|drug
DDI-DrugBank.d643.s0|212-224|beta blockers|drug
DDI-DrugBank.d643.s0|228-242|benzodiazepenes|drug
DDI-DrugBank.d643.s0|246-260|corticosteroids|drug
DDI-DrugBank.d746.s0|10-18|digitalis|drug
DDI-DrugBank.d746.s0|23-44|sympathomimetic amines|group
DDI-DrugBank.d746.s1|9-36|monoamine oxidase inhibitors|drug
DDI-DrugBank.d746.s1|41-65|tricyclic antidepressants|drug
DDI-DrugBank.d746.s1|96-117|sympathomimetic amines|drug
DDI-DrugBank.d746.s2|1-10|initiating|drug
DDI-DrugBank.d746.s2|15-21|pressor|drug
DDI-DrugBank.d746.s2|26-32|therapy|drug
DDI-DrugBank.d746.s2|37-43|caution|drug
DDI-DrugBank.d746.s2|48-61|anticoagulants|group
DDI-DrugBank.d746.s2|66-82|antifungal agents|group
DDI-DrugBank.d630.s0|6-18|Methazolamide|drug
DDI-DrugBank.d630.s0|71-84|anticoagulants|group
DDI-DrugBank.d630.s1|58-64|aspirin|drug
DDI-DrugBank.d630.s1|70-82|methazolamide|drug
DDI-DrugBank.d630.s1|201-207|aspirin|drug
DDI-DrugBank.d630.s1|213-241|carbonic anhydrase inhibitors|group
DDI-DrugBank.d756.s0|9-23|levomepromazine|drug
DDI-DrugBank.d756.s1|6-19|anticoagulants|group
DDI-DrugBank.d756.s1|21-37|antifungal agents|group
DDI-DrugBank.d756.s1|39-45|seizure|group
DDI-DrugBank.d756.s1|47-52|Ultram|brand
DDI-DrugBank.d756.s1|54-61|seizures|group
DDI-DrugBank.d756.s2|6-19|anticoagulants|group
DDI-DrugBank.d756.s2|21-37|antifungal agents|group
DDI-DrugBank.d756.s2|39-50|barbiturates|group
DDI-DrugBank.d756.s2|52-66|levomepromazine|drug
DDI-DrugBank.d756.s2|68-82|benzodiazepines|group
DDI-DrugBank.d756.s3|0-6|aspirin|drug
DDI-DrugBank.d756.s4|6-30|tricyclic antidepressants|group
DDI-DrugBank.d756.s4|36-58|antiparkinsonian-agents|group
DDI-DrugBank.d756.s5|6-20|levomepromazine|drug
DDI-DrugBank.d756.s5|26-39|the other drug|drug
DDI-DrugBank.d756.s6|212-225|anticoagulants|group
DDI-DrugBank.d756.s6|231-247|antifungal agents|group
DDI-DrugBank.d756.s6|250-256|Aspirin|brand
DDI-DrugBank.d756.s6|264-276|anticoagulant|group
DDI-DrugBank.d756.s6|283-287|Xanax|brand
DDI-DrugBank.d756.s6|295-309|anxiolytic drug|group
DDI-DrugBank.d756.s7|10-17|Caffeine|drug
DDI-DrugBank.d756.s7|22-66|stimulantes of the ephedrine/amphetamine type|group
DDI-DrugBank.d756.s7|71-85|levomepromazine|drug
DDI-DrugBank.d756.s9|12-26|levomepromazine|drug
DDI-DrugBank.d756.s10|27-35|antacids;|group
DDI-DrugBank.d756.s10|41-55|anticoagulants;|group
DDI-DrugBank.d756.s10|77-86|thrombosis|group
DDI-DrugBank.d756.s10|92-99|embolism|group
DDI-DrugBank.d756.s10|120-126|aspirin|brand
DDI-DrugBank.d756.s10|149-162|cardiovascular|group
DDI-DrugBank.d756.s10|174-183|antifungal|group
DDI-DrugBank.d756.s10|210-215|fungal|group
DDI-DrugBank.d756.s10|231-244|salicylic acid|drug
DDI-DrugBank.d756.s10|267-275|psoriasis|group
DDI-DrugBank.d756.s10|282-299|acetilsalicic acid|drug
DDI-DrugBank.d756.s10|318-324|aspirin|brand
DDI-DrugBank.d756.s10|329-340|glutethimide|drug
DDI-DrugBank.d756.s10|347-354|sedative|group
DDI-DrugBank.d756.s10|360-367|hypnotic|group
DDI-DrugBank.d756.s10|378-383|Valium|brand
DDI-DrugBank.d756.s10|390-403|benzodiazepine|group
DDI-DrugBank.d756.s10|411-418|sedative|group
DDI-DrugBank.d756.s10|424-431|hypnotic|group
DDI-DrugBank.d756.s10|442-449|naloxone|drug
DDI-DrugBank.d756.s10|457-462|opioid|group
DDI-DrugBank.d756.s11|81-96|leveomepromazine|drug
DDI-DrugBank.d736.s0|10-18|digitalis|drug
DDI-DrugBank.d736.s1|69-82|anticoagulants|group
DDI-DrugBank.d736.s1|88-91|ACTH|brand
DDI-DrugBank.d736.s1|97-113|clostridium toxin|drug_n
DDI-DrugBank.d736.s2|14-25|requirements|drug
DDI-DrugBank.d736.s2|30-37|diabetic|drug
DDI-DrugBank.d736.s4|0-12|pressor agent|drug
DDI-DrugBank.d736.s5|15-19|drugs|group
DDI-DrugBank.d736.s6|1-7|Lithium|drug
DDI-DrugBank.d736.s7|61-74|anticoagulants|group
DDI-DrugBank.d736.s7|80-96|antifungal agents|group
DDI-DrugBank.d736.s7|103-109|aspirin|brand
DDI-DrugBank.d736.s7|115-119|xanax|brand
DDI-DrugBank.d736.s8|9-33|adrenergic blocking drugs|group
DDI-DrugBank.d706.s0|6-34|catecholamine-depleting drugs|group
DDI-DrugBank.d706.s0|43-51|reserpine|drug
DDI-DrugBank.d706.s0|98-117|beta-blocking agents|group
DDI-DrugBank.d706.s1|6-19|anticoagulants|group
DDI-DrugBank.d706.s1|21-37|antifungal agents|group
DDI-DrugBank.d706.s1|39-58|metoprolol succinate|brand
DDI-DrugBank.d706.s1|60-73|catecholamines|group
DDI-DrugBank.d706.s1|75-83|depletors|group
DDI-DrugBank.d715.s1|6-19|anticoagulants|group
DDI-DrugBank.d715.s1|21-35|CNS depressants|group
DDI-DrugBank.d715.s1|37-42|DEMSER|brand
DDI-DrugBank.d640.s0|6-15|Diuretics:|group
DDI-DrugBank.d640.s0|81-88|diuretic|group
DDI-DrugBank.d640.s1|6-19|anticoagulants|group
DDI-DrugBank.d640.s1|21-37|antifungal agents|group
DDI-DrugBank.d640.s1|39-45|UNIVASC|brand
DDI-DrugBank.d640.s1|47-55|diuretics|group
DDI-DrugBank.d640.s1|57-64|moexpril|brand
DDI-DrugBank.d640.s2|9-17|Diuretics|group
DDI-DrugBank.d640.s2|21-27|UNIVASC|brand
DDI-DrugBank.d640.s3|6-32|potassium-sparing diuretics|group
DDI-DrugBank.d640.s3|35-48|ACE inhibitors|group
DDI-DrugBank.d640.s3|52-72|potassium supplements|group
DDI-DrugBank.d640.s3|76-87|sparolactone|drug
DDI-DrugBank.d640.s3|91-101|triamterene|drug
DDI-DrugBank.d640.s3|105-113|amiloride|drug
DDI-DrugBank.d640.s7|11-17|Lithium|drug
DDI-DrugBank.d640.s8|5-14| diuretic |drug
DDI-DrugBank.d640.s8|42-50| lithium |drug
DDI-DrugBank.d640.s9|6-19|anticoagulants|group
DDI-DrugBank.d640.s9|21-27|UNIVASC|brand
DDI-DrugBank.d640.s9|29-45|antifungal agents|group
DDI-DrugBank.d640.s9|47-60|anticoagulants|group
DDI-DrugBank.d640.s9|62-78|antifungal agents|group
DDI-DrugBank.d640.s9|80-93|anticoagulants|group
DDI-DrugBank.d640.s9|95-113|hydrochlorothiazide|brand
DDI-DrugBank.d640.s9|115-121|digoxin|brand
DDI-DrugBank.d640.s9|123-132|cimetidine|brand
DDI-DrugBank.d640.s10|10-16|UNIVASC|drug
DDI-DrugBank.d640.s10|21-51|calcium-channel-blocking agents|group
DDI-DrugBank.d640.s10|56-64|diuretics|group
DDI-DrugBank.d640.s10|69-79|H2 blockers|group
DDI-DrugBank.d640.s10|84-90|digoxin|drug
DDI-DrugBank.d640.s10|95-118|oral hypoglycemic agents|group
DDI-DrugBank.d640.s10|123-149|cholesterol-lowering agents|group
DDI-DrugBank.d580.s0|58-75|ASMANEX TWISTHALER|brand
DDI-DrugBank.d580.s1|6-22|antifungal agents|group
DDI-DrugBank.d580.s1|111-128|mometasone furoate|drug
DDI-DrugBank.d739.s0|6-16|Montelukast|drug
DDI-DrugBank.d739.s0|23-27|10 mg|drug
DDI-DrugBank.d739.s0|29-38|Once Daily|drug
DDI-DrugBank.d739.s0|40-47|Dosed to|drug
DDI-DrugBank.d739.s0|49-63|Pharmacokinetic|drug
DDI-DrugBank.d739.s0|65-76|Steady State|drug
DDI-DrugBank.d739.s0|81-83|did|drug
DDI-DrugBank.d739.s0|89-93|cause|drug
DDI-DrugBank.d739.s0|106-116|significant|drug
DDI-DrugBank.d739.s0|126-127|in|drug
DDI-DrugBank.d739.s0|133-140|kinetics|group
DDI-DrugBank.d739.s0|142-143|of|drug
DDI-DrugBank.d739.s0|147-152|single|group
DDI-DrugBank.d739.s0|154-164|intravenous|group
DDI-DrugBank.d739.s0|166-169|dose|drug
DDI-DrugBank.d739.s0|171-172|of|drug
DDI-DrugBank.d739.s0|187-233|(predominantly a cytochrome P450 1A2 substrate)|group
DDI-DrugBank.d739.s1|9-16|warfarin|drug
DDI-DrugBank.d739.s1|20-39|cytochromes P450 2A6|drug
DDI-DrugBank.d739.s1|43-62|cytochromes P450 2C9|drug
DDI-DrugBank.d739.s3|57-67|terfenadine|brand
DDI-DrugBank.d739.s3|70-83|antihistamines|group
DDI-DrugBank.d739.s3|89-100|fexofenadine|drug
DDI-DrugBank.d739.s3|202-212|terfenadine|brand
DDI-DrugBank.d739.s4|9-19|Montelukast|drug
DDI-DrugBank.d739.s4|23-36|anticoagulants|group
DDI-DrugBank.d739.s4|40-56|antifungal agents|group
DDI-DrugBank.d739.s4|60-73|anticoagulants|group
DDI-DrugBank.d739.s4|77-93|antifungal agents|group
DDI-DrugBank.d739.s4|97-109|norethindrone|brand
DDI-DrugBank.d739.s4|113-129|ethinyl estradiol|brand
DDI-DrugBank.d739.s5|6-13|steroids|group
DDI-DrugBank.d739.s5|15-24|prednisone|drug
DDI-DrugBank.d739.s5|26-37|prednisolone|drug
DDI-DrugBank.d739.s6|140-150|montelukast|drug
DDI-DrugBank.d739.s7|9-19|montelukast|drug
DDI-DrugBank.d739.s8|6-19|anticoagulants|group
DDI-DrugBank.d739.s8|21-37|antifungal agents|group
DDI-DrugBank.d739.s8|39-69|cytochrome P450 enzyme inducers|group
DDI-DrugBank.d739.s8|71-83|phenobarbital|brand
DDI-DrugBank.d739.s8|85-92|rifampin|brand
DDI-DrugBank.d739.s8|94-104|montelukast|brand
DDI-DrugBank.d739.s10|6-24|oral contraceptives|group
DDI-DrugBank.d739.s10|46-64|oral contraceptives|group
DDI-DrugBank.d739.s10|68-86|oral contraceptives|group
DDI-DrugBank.d739.s10|114-132|oral contraceptives|group
DDI-DrugBank.d739.s10|136-146|montelukast|brand
DDI-DrugBank.d739.s10|149-160|theophylline|brand
DDI-DrugBank.d739.s10|163-172|prednisone|brand
DDI-DrugBank.d739.s10|175-186|prednisolone|brand
DDI-DrugBank.d739.s10|189-199|terfenadine|brand
DDI-DrugBank.d739.s10|202-208|digoxin|brand
DDI-DrugBank.d739.s10|211-224|anticoagulants|group
DDI-DrugBank.d739.s10|236-249|anticoagulants|group
DDI-DrugBank.d739.s11|75-88|anticoagulants|group
DDI-DrugBank.d739.s11|94-110|antifungal agents|group
DDI-DrugBank.d739.s11|141-151|montelukast|drug
DDI-DrugBank.d739.s12|33-48|thyroid hormones|group
DDI-DrugBank.d739.s12|51-68|sedative hypnotics|group
DDI-DrugBank.d739.s12|71-108|non-steroidal anti-inflammatory agents|group
DDI-DrugBank.d739.s12|111-125|benzodiazepines|group
DDI-DrugBank.d739.s12|132-144|decongestants|group
DDI-DrugBank.d739.s13|11-23|Phenobarbital|drug
DDI-DrugBank.d739.s13|29-39|montelukast|drug
DDI-DrugBank.d739.s14|32-42|montelukast|drug
DDI-DrugBank.d739.s15|6-19|anticoagulants|group
DDI-DrugBank.d739.s15|21-37|antifungal agents|group
DDI-DrugBank.d739.s15|39-69|cytochrome P450 enzyme inducers|group
DDI-DrugBank.d739.s15|71-83|phenobarbital|brand
DDI-DrugBank.d739.s15|85-92|rifampin|brand
DDI-DrugBank.d739.s15|94-124|cytochrome P450 enzyme inducers|group
DDI-DrugBank.d739.s15|126-136|montelukast|brand
DDI-DrugBank.d346.s0|11-15|REVIA|drug
DDI-DrugBank.d346.s0|21-27|opiates|group
DDI-DrugBank.d346.s0|33-37|drugs|drug
DDI-DrugBank.d346.s0|43-47|drugs|group
DDI-DrugBank.d346.s0|53-76|drugs other than opiates|group
DDI-DrugBank.d346.s1|70-74|REVIA|brand
DDI-DrugBank.d346.s1|86-99|anticoagulants|group
DDI-DrugBank.d346.s2|9-13|REVIA|drug
DDI-DrugBank.d346.s2|18-31|anticoagulants|group
DDI-DrugBank.d346.s2|36-52|antifungal agents|group
DDI-DrugBank.d346.s2|57-79|hepatotoxic medications|group
DDI-DrugBank.d346.s2|84-93|disulfiram|group
DDI-DrugBank.d346.s3|6-10|REvia|brand
DDI-DrugBank.d346.s3|16-27|thioridazine|brand
DDI-DrugBank.d346.s4|6-31|antidiarrheal preparations|group
DDI-DrugBank.d346.s4|33-46|anticoagulants|group
DDI-DrugBank.d346.s4|48-64|antifungal agents|group
DDI-DrugBank.d346.s4|66-79|anticoagulants|group
DDI-DrugBank.d346.s4|81-97|antifungal agents|group
DDI-DrugBank.d346.s4|99-103|REVIA|brand
DDI-DrugBank.d346.s4|105-130|antidiarrheal preparations|group
DDI-DrugBank.d346.s4|132-145|anticoagulants|group
DDI-DrugBank.d346.s4|147-163|antifungal agents|group
DDI-DrugBank.d346.s4|165-190|antidiarrheal preparations|group
DDI-DrugBank.d346.s4|192-205|anticoagulants|group
DDI-DrugBank.d346.s4|207-223|antifungal agents|group
DDI-DrugBank.d346.s4|225-250|antidiarrheal preparations|group
DDI-DrugBank.d346.s4|252-265|anticoagulants|group
DDI-DrugBank.d346.s4|267-283|antifungal agents|group
DDI-DrugBank.d346.s4|285-289|cough|brand
DDI-DrugBank.d346.s4|291-293|and|brand
DDI-DrugBank.d346.s4|295-298|cold|brand
DDI-DrugBank.d346.s4|300-311|preparations|brand
DDI-DrugBank.d346.s4|313-338|antidiarrheal preparations|group
DDI-DrugBank.d346.s4|340-353|anticoagulants|group
DDI-DrugBank.d346.s4|355-371|antifungal agents|group
DDI-DrugBank.d346.s4|373-398|antidiarrheal preparations|group
DDI-DrugBank.d346.s4|400-413|anticoagulants|group
DDI-DrugBank.d346.s5|6-11|opioid|group
DDI-DrugBank.d346.s5|67-71|REVIA|brand
DDI-DrugBank.d14.s1|10-16|Alcohol|drug
DDI-DrugBank.d14.s2|151-174|calcium channel blockers|drug
DDI-DrugBank.d14.s2|176-191|organic nitrates|drug
DDI-DrugBank.d14.s3|0-14|class of agents|drug
DDI-DrugBank.d475.s0|6-19|anticoagulants|group
DDI-DrugBank.d475.s0|21-37|antifungal agents|group
DDI-DrugBank.d475.s0|39-45|aspirin|brand
DDI-DrugBank.d475.s0|47-61|benzodiazepines|group
DDI-DrugBank.d475.s0|63-76|antihistamines|group
DDI-DrugBank.d475.s0|78-82|xanax|brand
DDI-DrugBank.d475.s0|84-98|anticonvulsants|group
DDI-DrugBank.d475.s0|100-113|anticoagulants|group
DDI-DrugBank.d475.s0|115-122|warfarin|brand
DDI-DrugBank.d475.s0|124-138|anticonvulsants|group
DDI-DrugBank.d475.s0|140-153|antihistamines|group
DDI-DrugBank.d475.s0|155-169|anticonvulsants|group
DDI-DrugBank.d475.s0|171-185|anticonvulsants|group
DDI-DrugBank.d475.s0|187-201|anticonvulsants|group
DDI-DrugBank.d475.s0|203-217|anticonvulsants|group
DDI-DrugBank.d475.s0|219-233|anticonvulsants|group
DDI-DrugBank.d475.s0|235-249|anticonvulsants|group
DDI-DrugBank.d475.s0|251-265|anticonvulsants|group
DDI-DrugBank.d475.s0|267-281|anticonvulsants|group
DDI-DrugBank.d475.s0|283-297|anticonvulsants|group
DDI-DrugBank.d475.s0|299-313|anticonvulsants|group
DDI-DrugBank.d475.s0|315-329|anticonvulsants|group
DDI-DrugBank.d475.s0|331-345|anticonvulsants|group
DDI-DrugBank.d475.s0|347-361|anticonvulsants|group
DDI-DrugBank.d475.s1|63-88|metabolizing enzyme system|drug
DDI-DrugBank.d475.s2|15-26|interactions|drug
DDI-DrugBank.d475.s3|6-12|aspirin|drug
DDI-DrugBank.d475.s3|49-58|nizatidine|drug
DDI-DrugBank.d475.s3|115-121|aspirin|drug
DDI-DrugBank.d475.s3|182-189|antacids|group
DDI-DrugBank.d761.s0|6-12|alcohol|group
DDI-DrugBank.d761.s0|90-96|XENICAL|brand
DDI-DrugBank.d761.s0|114-120|alcohol|group
DDI-DrugBank.d761.s0|194-200|alcohol|group
DDI-DrugBank.d761.s1|10-21|Cyclosporine|drug
DDI-DrugBank.d761.s1|26-32|XENICAL|drug
DDI-DrugBank.d761.s1|37-48|Cyclosporine|drug
DDI-DrugBank.d761.s2|6-12|XENICAL|group
DDI-DrugBank.d761.s2|51-57|XENICAL|group
DDI-DrugBank.d761.s2|114-120|digoxin|drug
DDI-DrugBank.d761.s3|0-12|beta-carotene|drug
DDI-DrugBank.d761.s3|14-20|XENICAL|drug
DDI-DrugBank.d761.s4|0-6|XENICAL|drug
DDI-DrugBank.d761.s5|6-13|orlistat|drug
DDI-DrugBank.d761.s5|49-57|vitamin D|drug
DDI-DrugBank.d761.s5|60-68|vitamin A|drug
DDI-DrugBank.d761.s5|97-105|vitamin K|drug
DDI-DrugBank.d761.s6|9-17|Glyburide|drug
DDI-DrugBank.d761.s6|59-66|orlistat|drug
DDI-DrugBank.d761.s6|104-111|orlistat|drug
DDI-DrugBank.d761.s6|196-204|Glyburide|drug
DDI-DrugBank.d761.s7|6-15|Nifedipine|drug
DDI-DrugBank.d761.s7|84-90|XENICAL|brand
DDI-DrugBank.d761.s7|129-135|XENICAL|brand
DDI-DrugBank.d761.s7|174-183|Nifedipine|drug
DDI-DrugBank.d761.s8|6-25|Oral Contraceptives:|group
DDI-DrugBank.d761.s8|27-33|XENICAL|drug
DDI-DrugBank.d761.s8|134-153|Oral Contraceptives:|group
DDI-DrugBank.d761.s9|20-19||drug
DDI-DrugBank.d761.s9|44-43||brand
DDI-DrugBank.d761.s10|6-12|XENICAL|brand
DDI-DrugBank.d761.s10|14-24|pravastatin|drug
DDI-DrugBank.d761.s11|6-19|anticoagulants|group
DDI-DrugBank.d761.s11|79-85|XENICAL|brand
DDI-DrugBank.d761.s12|107-113|XENICAL|brand
DDI-DrugBank.d761.s12|185-191|XENICAL|brand
DDI-DrugBank.d744.s0|70-76|insulin|drug
DDI-DrugBank.d744.s0|85-108|oral hypoglycemic agents|group
DDI-DrugBank.d744.s0|203-210|SOMAVERT|brand
DDI-DrugBank.d744.s1|6-12|opioids|group
DDI-DrugBank.d744.s1|14-24|pegvisomant|drug
DDI-DrugBank.d671.s0|10-15|CYLERT|drug
DDI-DrugBank.d671.s0|21-28|pemoline|drug
DDI-DrugBank.d671.s1|9-14|CYLERT|drug
DDI-DrugBank.d671.s2|101-106|CYLERT|brand
DDI-DrugBank.d635.s0|7-21|beta adrenergic|group
DDI-DrugBank.d635.s0|24-38|bronchodilators|group
DDI-DrugBank.d635.s0|41-46|MAXAIR|brand
DDI-DrugBank.d622.s1|51-58|atropine|drug
DDI-DrugBank.d622.s1|101-111|pralidoxime|brand
DDI-DrugBank.d622.s3|9-16|morphine|drug
DDI-DrugBank.d622.s3|20-51|phenothiazine-type tranquilizers|group
DDI-DrugBank.d622.s3|55-66|theophylline|drug
DDI-DrugBank.d622.s3|70-82|aminophylline|drug
DDI-DrugBank.d622.s3|86-100|succinylcholine|drug_n
DDI-DrugBank.d622.s3|104-112|reserpine|drug
DDI-DrugBank.d622.s3|116-129|anticoagulants|group
DDI-DrugBank.d737.s0|6-14|Carbidopa|drug
DDI-DrugBank.d737.s0|16-23|Levodopa|drug
DDI-DrugBank.d737.s0|26-34|Carbidopa|drug
DDI-DrugBank.d737.s0|36-43|Levodopa|drug
DDI-DrugBank.d737.s0|88-98|pramipexole|brand
DDI-DrugBank.d737.s2|9-18|selegiline|drug
DDI-DrugBank.d737.s2|22-32|pramipexole|drug
DDI-DrugBank.d737.s3|25-34|amantadine|drug
DDI-DrugBank.d737.s3|52-59|unlikely|drug
DDI-DrugBank.d737.s3|77-81|alter|drug
DDI-DrugBank.d737.s3|100-103|oral|drug
DDI-DrugBank.d737.s3|105-113|clearance|drug
DDI-DrugBank.d737.s3|131-141|pramipexole|drug
DDI-DrugBank.d737.s3|160-161|N=|drug
DDI-DrugBank.d737.s3|180-190|pramipexole|drug
DDI-DrugBank.d737.s4|6-19|anticoagulants|group
DDI-DrugBank.d737.s4|44-60|antifungal agents|group
DDI-DrugBank.d737.s4|97-103|aspirin|brand
DDI-DrugBank.d737.s4|142-152|pramipexole|brand
DDI-DrugBank.d737.s4|163-172|cimetidine|drug
DDI-DrugBank.d737.s5|9-18|Probenecid|drug
DDI-DrugBank.d737.s5|22-32|Pramipexole|drug
DDI-DrugBank.d737.s6|9-18|cimetidine|drug
DDI-DrugBank.d737.s6|22-31|ranitidine|drug
DDI-DrugBank.d737.s6|35-43|diltiazem|drug
DDI-DrugBank.d737.s6|47-57|triamterene|drug
DDI-DrugBank.d737.s6|61-69|verapamil|drug
DDI-DrugBank.d737.s6|73-81|quinidine|drug
DDI-DrugBank.d737.s6|85-91|quinine|drug
DDI-DrugBank.d737.s6|95-108|cephalosporins|drug
DDI-DrugBank.d737.s6|112-122|penicillins|drug
DDI-DrugBank.d737.s6|126-137|indomethacin|drug
DDI-DrugBank.d737.s6|141-159|hydrochlorothiazide|drug
DDI-DrugBank.d737.s6|163-176|chlorpropamide|drug
DDI-DrugBank.d737.s6|180-190|pramipexole|drug
DDI-DrugBank.d737.s8|9-19|Pramipexole|drug
DDI-DrugBank.d737.s8|23-25|CYP|group
DDI-DrugBank.d737.s8|29-35|enzymes|group
DDI-DrugBank.d737.s8|39-41|CYP|group
DDI-DrugBank.d737.s8|45-50|CYPIA2|group
DDI-DrugBank.d737.s8|54-59|CYP2C9|group
DDI-DrugBank.d737.s8|63-69|CYP2CI9|group
DDI-DrugBank.d737.s8|73-78|CYP2EI|group
DDI-DrugBank.d737.s8|82-87|CYP3A4|group
DDI-DrugBank.d737.s9|6-19|anticoagulants|group
DDI-DrugBank.d737.s9|21-31|pramipexole|brand
DDI-DrugBank.d737.s10|6-16|pramipexole|drug
DDI-DrugBank.d737.s10|23-30|dopamine|drug
DDI-DrugBank.d737.s10|61-68|dopamine|drug
DDI-DrugBank.d737.s10|109-122|phenothiazines|group
DDI-DrugBank.d737.s10|125-138|butyrophenones|group
DDI-DrugBank.d737.s10|141-153|thioxanthenes|group
DDI-DrugBank.d737.s10|159-169|META-PROLOL|brand
DDI-DrugBank.d737.s10|205-211|MIRAPEX|brand
DDI-DrugBank.d737.s11|0-6|MIRAPEX|drug
DDI-DrugBank.d632.s0|106-127|anticholinergic agents|drug
DDI-DrugBank.d632.s0|137-144|atropine|brand
DDI-DrugBank.d632.s0|213-240|alpha glucosidase inhibitors|group
DDI-DrugBank.d632.s1|27-40|anticoagulants|group
DDI-DrugBank.d632.s3|116-125|analgesics|drug
DDI-DrugBank.d632.s3|204-209|SYMLIN|brand
DDI-DrugBank.d632.s4|120-125|SYMLIN|brand
DDI-DrugBank.d632.s5|21-26|SYMLIN|drug
DDI-DrugBank.d632.s7|6-11|SYMLIN|drug
DDI-DrugBank.d632.s7|17-23|insulin|drug
DDI-DrugBank.d734.s0|15-23|diuretics|drug
DDI-DrugBank.d734.s0|88-101|phenothiazines|drug
DDI-DrugBank.d734.s1|6-22|antihypertensives|group
DDI-DrugBank.d734.s1|24-35|guanethidine|drug
DDI-DrugBank.d734.s1|37-50|phenothiazines|group
DDI-DrugBank.d734.s2|6-19|phenothiazines|group
DDI-DrugBank.d734.s2|21-31|propranolol|drug
DDI-DrugBank.d590.s0|6-19|anticoagulants|group
DDI-DrugBank.d590.s0|21-26|TRITEC|brand
DDI-DrugBank.d590.s0|28-44|antifungal agents|group
DDI-DrugBank.d590.s0|46-59|anticoagulants|group
DDI-DrugBank.d590.s0|61-77|antifungal agents|group
DDI-DrugBank.d590.s0|79-92|clarithromycin|brand
DDI-DrugBank.d590.s0|94-107|anticoagulants|group
DDI-DrugBank.d590.s0|109-125|antifungal agents|group
DDI-DrugBank.d590.s0|127-140|clarythromycin|brand
DDI-DrugBank.d590.s0|142-155|anticoagulants|group
DDI-DrugBank.d590.s0|157-173|antifungal agents|group
DDI-DrugBank.d590.s0|175-184|ranitidine|brand
DDI-DrugBank.d590.s0|186-199|anticoagulants|group
DDI-DrugBank.d590.s0|201-217|antifungal agents|group
DDI-DrugBank.d590.s0|219-232|anticoagulants|group
DDI-DrugBank.d590.s0|234-250|antifungal agents|group
DDI-DrugBank.d590.s0|252-258|bismuth|brand
DDI-DrugBank.d590.s0|260-273|anticoagulants|group
DDI-DrugBank.d590.s0|275-291|antifungal agents|group
DDI-DrugBank.d590.s0|293-306|anticoagulants|group
DDI-DrugBank.d590.s0|308-324|antifungal agents|group
DDI-DrugBank.d590.s0|326-339|anticoagulants|group
DDI-DrugBank.d590.s0|341-357|antifungal agents|group
DDI-DrugBank.d590.s0|359-372|anticoagulants|group
DDI-DrugBank.d590.s1|6-12|aspirin|drug
DDI-DrugBank.d590.s1|58-67|salicylate|drug
DDI-DrugBank.d590.s2|6-19|anticoagulants|group
DDI-DrugBank.d590.s2|21-26|TRITEC|brand
DDI-DrugBank.d590.s2|28-44|antifungal agents|group
DDI-DrugBank.d590.s3|0-6|Aspirin|drug
DDI-DrugBank.d590.s4|9-18|ranitidine|drug
DDI-DrugBank.d590.s4|22-27|ZANTAC|brand
DDI-DrugBank.d654.s0|6-22|antifungal agents|group
DDI-DrugBank.d654.s0|37-44|ketodant|brand
DDI-DrugBank.d654.s0|58-74|antifungal agents|group
DDI-DrugBank.d654.s1|38-48|retapamulin|drug
DDI-DrugBank.d654.s1|116-126|retapamulin|drug
DDI-DrugBank.d654.s1|170-186|CYP3A4 inhibitors|group
DDI-DrugBank.d654.s1|197-208|ketoconazole|brand
DDI-DrugBank.d654.s2|198-204|ALTABAX|brand
DDI-DrugBank.d654.s2|206-216|retapamulin|drug
DDI-DrugBank.d124.s0|0-16|DRUG INTERACTIONS|drug
DDI-DrugBank.d124.s2|6-14|Fortovase|drug
DDI-DrugBank.d124.s2|16-29|anticoagulants|group
DDI-DrugBank.d124.s2|31-47|antifungal agents|group
DDI-DrugBank.d124.s2|49-56|Invirase|brand
DDI-DrugBank.d124.s3|6-19|anticoagulants|group
DDI-DrugBank.d124.s3|21-29|ritonavir|brand
DDI-DrugBank.d124.s4|24-33|saquinavir|drug
DDI-DrugBank.d124.s4|95-100|CYP3A4|group
DDI-DrugBank.d124.s6|0-9|saquinavir|drug
DDI-DrugBank.d124.s7|6-15|saquinavir|drug
DDI-DrugBank.d124.s7|65-69|drugs|drug
DDI-DrugBank.d124.s7|95-100|CYP3A4|group
DDI-DrugBank.d124.s7|105-107|Pgp|group
DDI-DrugBank.d124.s9|121-134|anticoagulants|group
DDI-DrugBank.d124.s9|136-152|antifungal agents|group
DDI-DrugBank.d124.s9|154-162|ritonavir|brand
DDI-DrugBank.d124.s9|164-171|INVIRASE|brand
DDI-DrugBank.d124.s10|48-66|interaction studies|drug
DDI-DrugBank.d124.s11|6-19|anticoagulants|group
DDI-DrugBank.d124.s11|21-37|antifungal agents|group
DDI-DrugBank.d124.s14|23-37|Antiarrhythmics|group
DDI-DrugBank.d124.s14|51-65|Antiarrhythmics|group
DDI-DrugBank.d124.s14|77-91|Antiarrhythmics|group
DDI-DrugBank.d124.s14|105-119|Antiarrhythmics|group
DDI-DrugBank.d124.s14|134-148|Antiarrhythmics|group
DDI-DrugBank.d124.s15|22-35|antihistamines|group
